id,0-5 cm,5-15 cm,15-30 cm,30-60 cm,60-100 cm,100-200 cm,soil depth,x,y,Fuente
512,2.5,2.5,2.5,2.5,2.5,2.5,103,-72.39495855,-43.96559031,CIREN
513,2.5,2.5,2.5,2.5,2.5,NA,67,-72.61853116,-46.55437012,CIREN
514,2.5,2.5,2.5,2.5,2.5,NA,78,-72.06719826,-47.11078642,CIREN
561,2.5,2.5,2.5,2.5,NA,NA,34,-72.30088747,-36.75507138,CIREN
562,2.5,2.5,2.5,2.5,2.5,2.5,150,-73.37410513,-37.91418464,CIREN
564,2.5,2.5,2.5,2.5,2.5,2.5,115,-71.64088916,-35.8812591,CIREN
571,2.5,2.5,2.5,2.5,2.5,2.5,120,-70.73172407,-34.12256534,CIREN
579,2.5,2.5,2.5,2.5,2.5,NA,65,-71.68296667,-35.45219626,CIREN
583,2.5,2.5,2.5,2.5,2.5,NA,100,-71.76397944,-35.40530061,CIREN
585,2.5,2.5,2.5,2.5,2.5,NA,70,-71.15253172,-32.85431713,CIREN
586,2.5,2.5,2.5,2.5,2.5,2.5,120,-71.49950892,-33.2510051,CIREN
587,2.5,2.5,2.5,2.5,2.5,2.5,110,-71.33367385,-33.33439021,CIREN
588,2.5,2.5,2.5,2.5,2.5,2.5,125,-71.4508471,-33.25693337,CIREN
589,2.5,2.5,2.5,2.5,1.6884683597722425,NA,100,-71.31100844,-33.31813281,CIREN
591,2.5,2.5,2.5,2.5,NA,NA,60,-70.88971072,-32.41420629,CIREN
595,41,41,NA,NA,NA,NA,10,-71.25071,-30.20157,CHLSOC
596,67,67,NA,NA,NA,NA,10,-73.38968,-38.77412,CHLSOC
597,31,31,NA,NA,NA,NA,10,-72.1112,-39.85941,CHLSOC
598,57,57,NA,NA,NA,NA,10,-73.41283,-39.93245,CHLSOC
599,45,45,NA,NA,NA,NA,10,-73.15404,-40.9034,CHLSOC
600,62,62,NA,NA,NA,NA,10,-73.82429,-42.42186,CHLSOC
601,60,60,NA,NA,NA,NA,10,-73.61712,-43.05791,CHLSOC
602,64,64,NA,NA,NA,NA,10,-72.39653,-43.96393,CHLSOC
603,56,56,NA,NA,NA,NA,10,-72.81482,-45.48736,CHLSOC
604,52,52,NA,NA,NA,NA,10,-72.90757,-45.78639,CHLSOC
605,45,45,NA,NA,NA,NA,10,-72.61276,-46.56823,CHLSOC
606,15,15,NA,NA,NA,NA,10,-71.50008,-31.81284,CHLSOC
607,45,45,NA,NA,NA,NA,10,-72.16487999,-51.80696,CHLSOC
608,39,39,NA,NA,NA,NA,10,-70.9886,-53.43267,CHLSOC
609,51,51,NA,NA,NA,NA,10,-70.36106001,-53.31478,CHLSOC
610,57,57,NA,NA,NA,NA,10,-70.52162,-32.87609,CHLSOC
611,36,36,NA,NA,NA,NA,10,-71.14047,-33.99911,CHLSOC
612,52,52,NA,NA,NA,NA,10,-70.83241999,-33.4778,CHLSOC
613,45,45,NA,NA,NA,NA,10,-71.61243,-33.33901,CHLSOC
614,65,65,NA,NA,NA,NA,10,-71.87564,-33.96865,CHLSOC
615,66,66,NA,NA,NA,NA,10,-71.69721,-36.45816,CHLSOC
616,68,68,NA,NA,NA,NA,10,-73.26686,-37.25344,CHLSOC
2091,2.5,2.5,2.5,2.5,2.5,NA,74,-72.94555953,-47.48234204,CHLSOC
2092,22.6,22.6,NA,NA,NA,NA,8,-72.59043587,-47.2896276,CHLSOC
2099,2.5,2.5,2.5,2.5,1.162056110024042,2.5,120,-71.7001371,-46.54507242,CHLSOC
2101,2.5,2.5,2.5,2.5,2.5,NA,69,-71.8672515,-46.51644819,CHLSOC
2102,2.5,2.5,2.5,2.5,2.5,NA,65,-72.53019162,-46.75176027,CHLSOC
2107,2.5,2.5,2.5,2.5,2.5,NA,80,-72.71684099,-46.53849301,CHLSOC
2108,2.5,2.5,2.5,2.5,2.5,2.5,168,-72.56091111,-46.12423387,CHLSOC
2109,2.5,2.5,2.5,2.5,2.5,NA,90,-72.0735922,-46.10764901,CHLSOC
2110,2.5,2.5,2.5,2.5,2.5,NA,97,-71.9530782,-46.23658086,CHLSOC
2111,2.5,2.5,2.5,2.5,2.5,2.5,122,-71.94350943,-46.28714194,CHLSOC
2112,2.5,2.5,2.5,2.5,2.5,NA,100,-72.09926057,-46.2222507,CHLSOC
2113,2.5,2.5,2.5,2.5,2.5,NA,100,-71.83604749,-45.90280182,CHLSOC
2115,2.5,2.5,2.5,2.5,2.5,2.5,106,-71.78873351,-45.78201941,CHLSOC
2116,2.5,2.5,2.5,2.5,2.5,2.5,178,-72.06091754,-45.75910861,CHLSOC
2117,2.5,2.5,2.5,2.5,2.5,2.5,124,-72.06522654,-45.84895919,CHLSOC
2118,2.5,2.5,2.5,2.5,2.5,NA,80,-72.11269808,-45.75145597,CHLSOC
2119,2.5,2.5,2.5,2.5,2.5,NA,80,-72.19405994,-45.69169256,CHLSOC
2120,2.5,2.5,2.5,2.5,2.5,NA,94,-72.19467987,-45.59553961,CHLSOC
2121,2.5,2.5,2.5,2.5,2.5,2.5,118,-72.01347312,-45.57205753,CHLSOC
2122,2.5,2.5,2.5,2.5,2.5,2.5,155,-72.00266047,-45.44787081,CHLSOC
2124,2.5,2.5,2.5,2.5,2.5,NA,88,-72.60571986,-45.35511452,CHLSOC
2126,2.5,2.5,2.5,2.5,2.5,2.5,130,-72.27508941,-45.86483568,CHLSOC
2127,2.5,2.5,2.5,2.5,2.5,2.5,116,-71.52774381,-45.37193228,CHLSOC
2128,2.5,2.5,2.5,2.5,2.5,NA,80,-71.87770767,-45.13722744,CHLSOC
2129,2.5,2.5,2.5,2.5,NA,NA,39,-71.86727854,-44.68611968,CHLSOC
2130,2.5,2.5,2.5,2.5,2.5,NA,76,-71.50750907,-44.58309702,CHLSOC
2131,2.5,2.5,2.5,2.5,2.5,2.5,128,-72.61459953,-44.75686683,CHLSOC
2133,2.5,2.5,2.5,2.5,2.5,NA,62,-72.43321968,-44.0476353,CHLSOC
2134,0,0,0.7633101879723224,2.182511998254786,0.46368528834331696,0,110,-72.9556333,-43.76477928,CHLSOC
2135,2.5,2.5,2.5,2.5,2.5,2.5,130,-72.36576661,-43.84824399,CHLSOC
2136,2.5,2.5,2.5,2.5,2.5,2.5,117,-72.31638957,-43.98892261,CHLSOC
13238,2.5,2.5,2.5,2.5,2.5,2.5,110,-72.49579,-36.026772,UChile
13239,2.5,2.5,2.5,2.5,2.5,2.5,130,-72.495196000000007,-36.032014,UChile
13240,2.5,2.5,2.5,2.5,2.5,2.5,148,-72.481449,-35.992856,UChile
13241,2.5,2.5,2.5,2.5,2.5,2.5,168,-72.474423,-35.994734,UChile
13242,2.5,2.5,2.5,2.5,2.5,2.5,150,-72.3938838,-35.79776622,UChile
13243,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.39300105,-35.79831744,UChile
13244,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.39346647,-35.79806759,UChile
13245,2.5,2.5,2.5,2.5,2.5,2.5,131,-72.40441293,-35.82138872,UChile
13246,2.5,2.5,2.5,2.5,2.5,2.5,110,-72.49881603,-36.26106655,UChile
13247,2.5,2.5,2.5,2.5,2.444694472105732,0.3253525857405843,120,-72.175265,-35.952881,UChile
13248,2.5,2.5,2.5,2.5,2.5,NA,70,-72.471386,-36.045788,UChile
13249,2.5,2.5,2.5,2.5,2.5,2.5,200,-72.29129628,-35.95282623,UChile
13250,2.5,2.0894686212537965,0,1.905359771004992,2.5,2.5,170,-72.243081,-35.920117,UChile
13251,2.5,2.5,2.5,2.5,2.5,NA,95,-72.470755,-36.121106,UChile
13252,2.5,2.5,2.5,2.5,2.5,NA,75,-72.30679501,-36.185302,UChile
13253,2.5,2.5,2.5,2.5,2.5,2.5,120,-72.13007499,-35.95471,UChile
13254,2.5,2.5,2.5,2.5,2.5,2.5,135,-72.424173,-36.067436,UChile
13255,2.5,2.5,2.5,2.5,2.5,2.5,130,-72.431076,-36.066443,UChile
13256,2.5,2.5,2.5,2.5,2.5,2.5,145,-72.12433285,-35.93484732,UChile
13257,2.5,2.5,2.5,2.5,2.5,NA,70,-72.12433285,-35.93484732,UChile
13258,2.5,2.5,2.5,2.5,2.5,NA,90,-72.213809,-35.972789,UChile
13259,2.5,2.5,2.5,2.5,2.5,2.5,110,-72.24570739,-35.91953237,UChile
13260,2.5,2.5,2.5,2.5,2.5,2.5,160,-72.401239,-35.81305,UChile
13261,2.5,2.5,2.5,2.5,2.5,NA,92,-72.400305,-35.813584,UChile
13262,2.5,2.5,2.5,2.5,2.5,2.5,120,-72.40078899,-35.81332,UChile
13263,2.5,2.5,2.5,2.5,NA,NA,60,-72.313613,-36.176964,UChile
13264,2.5,2.5,2.5,2.5,2.5,2.5,170,-72.306346,-35.816421,UChile
13265,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.211826,-36.073752,UChile
13266,2.5,2.5,2.5,2.5,2.5,NA,85,-72.123489,-35.934552,UChile
13267,2.5,2.5,2.5,2.5,2.5,2.5,135,-72.12460408,-35.9347255,UChile
13268,2.5,2.5,2.5,2.5,2.5,2.5,120,-72.363729,-35.800731,UChile
13269,2.5,2.5,2.5,2.5,2.5,2.5,133,-72.443335,-36.081495,UChile
13270,2.5,2.5,2.5,2.5,2.5,NA,90,-72.473289,-36.044112,UChile
13271,2.5,2.5,2.5,2.5,2.5,2.5,180,-72.30187099,-36.047945,UChile
13272,2.5,2.5,2.5,2.5,2.5,2.5,120,-72.24315828,-35.92113328,UChile
13273,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.479031,-35.998705,UChile
13275,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.469134,-36.042399,UChile
13276,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.209949,-35.975233,UChile
13277,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.387266,-36.06279,UChile
13278,2.5,2.5,2.5,2.5,2.5,2.5,160,-72.326262,-36.037158,UChile
13279,2.5,2.5,2.5,2.5,2.5,2.5,160,-72.301269,-36.043468,UChile
13280,2.5,2.5,2.5,2.5,2.5,2.5,140,-72.402329,-36.069499,UChile
13281,2.5,2.5,2.5,2.5,2.5,NA,92,-72.38347148,-36.08379021,UChile
13282,2.5,2.5,2.5,2.5,2.5,NA,90,-71.00292766,-31.78817214,UChile
13283,2.5,2.5,2.5,2.5,2.5,NA,83,-71.01473349,-31.80689993,UChile
13284,2.5,2.5,2.5,2.5,2.5,NA,100,-70.91364173,-31.82603371,UChile
13285,2.5,2.5,2.5,2.5,2.5,NA,65,-70.86996636,-31.8383171,UChile
13286,2.5,2.5,2.5,2.5,2.5,NA,80,-70.87646639,-31.85406658,UChile
13287,2.5,2.5,2.5,2.5,NA,NA,60,-71.04051089,-31.75142204,UChile
13288,2.5,2.5,2.5,2.5,2.5,NA,90,-71.05753331,-31.78529975,UChile
13289,2.5,2.5,2.5,2.5,2.5,NA,86,-70.900669,-31.82296392,UChile
13290,2.5,2.5,2.5,2.5,2.5,NA,70,-71.1364336,-31.7384108,UChile
13291,2.5,2.5,2.5,2.5,2.2572475258890368,NA,75,-70.8707473,-31.83706629,UChile
13292,2.5,2.5,2.5,2.5,2.5,NA,98,-71.10792482,-31.60134973,UChile
13293,2.5,2.5,2.5,2.5,NA,NA,60,-71.22630043,-31.66374995,UChile
13294,2.5,2.5,2.5,2.5,2.5,NA,80,-71.1849162,-31.63411638,UChile
13295,2.5,2.5,2.5,2.5,2.5,NA,70,-70.82984421,-31.89256129,UChile
