id,0-5 cm,5-15 cm,15-30 cm,30-60 cm,60-100 cm,100-200 cm,soil depth,x,y,Source
13336,0.15384842157985848,0.15385712594432507,0.15389187592649786,0.15343705654353604,0.13660733039609774,NA,100,-71.31264087,-34.41033856,UChile
13339,0.1394871101871102,0.14156559251559253,0.14986340956340957,0.180226796026796,0.22246742896742894,NA,95,-71.15179946,-34.39732573,UChile
13341,0.14533105625420478,0.1459930911349169,0.1486360986044265,0.17680316958201803,0.24269817596473972,NA,85,-71.19050401,-71.19050401,UChile
13344,0.20645645959181644,0.20786210753971213,0.21347380283557477,0.21141061766143798,0.15960674422651452,NA,90,-71.16746085,-34.3799909,UChile
13347,0.2530618824110672,0.25326105484189726,0.25405620059288536,0.25672058218050064,0.2598020421607378,NA,100,-71.18249747,-34.39538427,UChile
13349,0.20161396901397485,0.20125931819066525,0.19984346412861537,0.19326836497246982,0.13584343655520523,NA,95,-71.23839657,-34.36822796,UChile
13352,0.20846387674713174,0.2090732724537088,0.2115061312822916,0.22056203492189005,0.255534557332279,0.2872253497924308,105,-71.26389163,-34.33145848,UChile
13353,0.16956514811990225,0.16723391212530545,0.15168558339592245,0.14174237615245175,0.1302558802980401,NA,90,-71.17582415,-34.40628004,UChile
13354,0.28137845849802373,0.2810597826086957,0.27978754940711464,0.2751279644268775,0.2681501976284585,NA,100,-71.03976002,-34.46015024,UChile
13355,0.1428575413406893,0.13940405490125182,0.12582820927967622,0.10283547612139626,0.10113620588629352,NA,80,-71.32267067,-34.41718864,UChile
13356,0.24290065681444992,0.24391564039408867,0.24796770662287904,0.2621588181249511,0.2752088318085855,NA,80,-71.31992116,-34.34225857,UChile
13360,0.15102345987073548,0.1390407203632496,0.1300877812321034,0.17817977140091085,0.20384668759715288,NA,65,-70.96531127,-34.49987886,UChile
13361,0.075459721,0.075459721,NA,NA,NA,NA,10,-71.27318617,-30.26458119,UChile
13362,0.074124464,0.074124464,NA,NA,NA,NA,10,-71.24713571,-30.26903342,UChile
13363,0.098317064,0.098317064,NA,NA,NA,NA,10,-71.30350192,-30.28107651,UChile
13364,0.080849403,0.080849403,NA,NA,NA,NA,10,-71.28934527,-30.2764474,UChile
13365,0.069583363,0.069583363,NA,NA,NA,NA,10,-71.28232048,-30.2944213,UChile
13366,0.087141818,0.087141818,NA,NA,NA,NA,10,-71.23653019,-30.25542278,UChile
13367,0.094600196,0.094600196,NA,NA,NA,NA,10,-71.230334010000007,-30.27095927,UChile
13368,0.065733226,0.065733226,NA,NA,NA,NA,10,-71.23845406,-30.29924696,UChile
13369,0.087941821,0.087941821,NA,NA,NA,NA,10,-71.28396856,-30.28464969,UChile
13370,0.079647467,0.079647467,NA,NA,NA,NA,10,-71.29151603,-30.28855782,UChile
13371,0.084662572,0.084662572,NA,NA,NA,NA,10,-71.27379676,-30.24992921,UChile
13372,0.092302475,0.092302475,NA,NA,NA,NA,10,-71.28923395,-30.26992326,UChile
13373,0.08673004,0.08673004,NA,NA,NA,NA,10,-71.30107284,-30.29815896,UChile
13374,0.093964244,0.093964244,NA,NA,NA,NA,10,-71.28987297,-30.257783710000002,UChile
13375,0.090664182,0.090664182,NA,NA,NA,NA,10,-71.31259733,-30.26955361,UChile
13376,0.057384394,0.057384394,NA,NA,NA,NA,10,-71.27945126,-30.25145935,UChile
13377,0.099410425,0.099410425,NA,NA,NA,NA,10,-71.25326618,-30.2933066,UChile
13378,0.097355864,0.097355864,NA,NA,NA,NA,10,-71.255982650000007,-30.28838835,UChile
13379,0.093114753,0.093114753,NA,NA,NA,NA,10,-71.24863913,-30.25359007,UChile
13381,0.08159648,0.08159648,NA,NA,NA,NA,10,-71.26522406,-30.28334861,UChile
13382,0.09687083,0.09687083,NA,NA,NA,NA,10,-71.23641481,-30.29116199,UChile
13383,0.080025788,0.080025788,NA,NA,NA,NA,10,-71.29001579,-30.26343945,UChile
13384,0.098602943,0.098602943,NA,NA,NA,NA,10,-71.28755253,-30.2789182,UChile
13385,0.136219622,0.136219622,NA,NA,NA,NA,10,-71.27613217,-30.2709815,UChile
13386,0.07952908,0.07952908,NA,NA,NA,NA,10,-71.24628016,-30.27232733,UChile
13387,0.079246156,0.079246156,NA,NA,NA,NA,10,-71.25244529,-30.25676859,UChile
13389,0.017264542516056525,0.0861835305479954,0.3207340651153848,0.359788963271469,NA,NA,60,-72.62721551,-36.2226805,UChile
13390,0.2033764592082575,0.20106102689809727,0.19313536916542004,0.19093682858603148,NA,NA,60,-72.47147441,-35.98821631,UChile
13391,0.21001601298943182,0.2080517707263147,0.20203298576689918,0.21386921156813135,NA,NA,60,-72.57206871,-36.09909782,UChile
13392,0.40393366047235385,0.3659998069909819,0.23450620182284623,0.16646548310936726,NA,NA,60,-72.50376277,-36.26159468,UChile
13393,0.14333788744495118,0.13716275541777068,0.11863508077840461,0.16350567042004854,NA,NA,60,-72.46386147,-36.13978128,UChile
13394,0.1892546021761204,0.16464853208005145,0.07976623378574046,0.043640583024487825,NA,NA,60,-72.37395896,-35.98222486,UChile
13395,0.13389840215569296,0.1232798683333033,0.087661857212379,0.09175045169237807,NA,NA,60,-72.41705078,-36.07273519,UChile
13396,0.1663251473477407,0.16600834970530454,0.16481925343811393,0.16248282636677733,NA,NA,60,-72.47152221,-35.99385569,UChile
13397,0.0773832738535114,0.09649624721376086,0.16217311482008856,0.18525366346809835,NA,NA,60,-72.39502164,-35.99690372,UChile
13398,0.14151745792854012,0.13809032746946406,0.12811118971659968,0.158914605072421,NA,NA,60,-72.35920363,-36.15851707,UChile
13399,0.1751369387718318,0.16623463437933708,0.13688186496278004,0.1501944851887785,NA,NA,60,-72.50184719,-36.26155173,UChile
13400,0.144297409623715,0.14205899692387183,0.13601188094422714,0.1652820351463388,NA,NA,60,-72.53486799,-36.15807679,UChile
13401,0.1614963591139309,0.16685866783223086,0.18469015969430977,0.17960364607579232,NA,NA,60,-72.56479751,-36.12464291,UChile
13402,0.16300378057352968,0.16202577684252267,0.15923787873326004,0.1691919997153421,NA,NA,60,-72.55291192,-36.11598603,UChile
13403,0.1458291607337046,0.15184153433908304,0.17293719621732362,0.18866756906734355,NA,NA,60,-72.66764417,-36.16667459,UChile
13404,0.1797138389719003,0.17609537048719381,0.1637497296371731,0.16109686680559795,NA,NA,60,-72.46826371,-36.00400611,UChile
13405,0.15064291979836944,0.15781107195856842,0.18106680064646757,0.16297584769104967,NA,NA,60,-72.57095513,-36.09755423,UChile
13406,0.1448005428284758,0.1420719172629669,0.13230100094326586,0.12133275687006446,NA,NA,60,-72.3958723,-36.15233641,UChile
13407,0.11912965699969356,0.12095197004379876,0.12726218435139958,0.1304017773403632,NA,NA,60,-72.39489192,-36.15176051,UChile
13408,0.2638898571883468,0.2503566881755316,0.20515260329362003,0.2140681423608414,NA,NA,60,-72.57349511,-36.09700988,UChile
13409,0.08515201900951075,0.09182414550326538,0.11557278768106802,0.13960233782011325,NA,NA,60,-72.38386333,-36.15547913,UChile
13410,0.1237226633141676,0.13178743999447257,0.15911506041107165,0.16137046771940358,NA,NA,60,-72.5052011,-36.09445227,UChile
13411,0.2141893275776091,0.2110819011613585,0.20018350276070485,0.19214389450297475,NA,NA,60,-72.29395092,-35.48264103,UChile
13412,0.14069572316048137,0.14586378745276163,0.16343713313266406,0.16607379201163827,NA,NA,60,-72.10407619,-35.52360292,UChile
13413,0.19865398214403732,0.19411951313662937,0.17892435999110803,0.18096055525480714,NA,NA,60,-72.2928166,-35.43297163,UChile
13414,0.1478390109526985,0.15091882656525055,0.16259661565821332,0.18759962611203548,NA,NA,60,-72.29453095,-35.47526251,UChile
13415,0.10901619923937925,0.11289769695931941,0.1269370370036589,0.14526340595631063,NA,NA,60,-72.30151393,-35.44991047,UChile
13416,0.17795449029126215,0.17423634708737865,0.16116808252427187,0.15176031553398062,NA,NA,40,-72.27219155,-35.44245474,UChile
13417,0.082,0.082,0.082,NA,NA,NA,20,-72.32118153,-35.44343165,UChile
13418,0.1718456919185547,0.16615011595561244,0.14624355034456243,0.1328496045658792,NA,NA,60,-72.06295333,-35.52411445,UChile
13419,0.15707259692507347,0.15213026306303062,0.13764119698635569,0.18015915560406207,NA,NA,60,-72.24607803,-35.49003173,UChile
13420,0.19414002541410572,0.18328607316018097,0.14519497215262883,0.11664665831545937,NA,NA,60,-72.22736403,-35.43732715,UChile
13421,0.1287105582524272,0.13086316747572815,0.13842900485436896,0.14387560679611655,NA,NA,40,-72.27380054,-35.46584206,UChile
13422,0.15561121525086669,0.15599001610160837,0.157117498182561,0.15418886236708973,NA,NA,60,-72.30312136,-35.4399354,UChile
13423,0.19537627295831003,0.18721510066509253,0.15923131792866027,0.1505426341978522,NA,NA,60,-72.10818393,-35.59341432,UChile
13424,0.13428755940472117,0.13498170469770435,0.13835246150333746,0.15834997810164692,NA,NA,60,-72.14668385,-35.60842885,UChile
13425,0.13567503890220672,0.14183757652770015,0.1630847977986458,0.171911368021402,NA,NA,60,-72.16556088,-35.60298629,UChile
13426,0.126822904838293,0.1289440927224335,0.13661160427293426,0.14653331734981448,NA,NA,60,-72.21925712,-35.47953103,UChile
13427,0.22332546877910153,0.2122908353009739,0.17693592250800572,0.2134342641790801,NA,NA,60,-72.1590238,-35.57088564,UChile
13428,0.36955602810279803,0.21163615840565309,0.1637958624661467,0.20896099956645334,0.2591293535592283,NA,90,-70.90522949,-35.12526306,UChile
13429,0.3024742189774818,0.22366605559793964,0.21041714187596353,0.23148382323074052,0.19887523612034366,NA,100,-70.93139894,-35.11768487,UChile
13430,0.3331594149515052,0.2060587787106671,0.1942091613176441,0.1896060457371319,0.14566495403892862,NA,100,-70.91597691,-35.11609202,UChile
13431,0.23373091113382702,0.2179765330449693,0.2113772471204467,0.22601611114835332,0.2203936985355188,NA,70,-70.91812566,-35.11427603,UChile
13432,0.4132602594739527,0.2097865329259526,0.21664847196344025,0.3229679786589151,0.32182454020710993,0.3424750952036801,124,-70.92690453,-35.11414254,UChile
13433,0.082,0.082,0.082,NA,NA,NA,20,-70.95133653,-34.21797012,UChile
13434,0.074,0.074,0.074,NA,NA,NA,20,-70.97358324,-34.21863019,UChile
13435,0.161,0.161,0.161,NA,NA,NA,20,-70.94371205,-34.22493759,UChile
13436,0.144,0.144,0.144,NA,NA,NA,20,-71.66263655,-34.17985832,UChile
13437,0.092,0.092,0.092,NA,NA,NA,20,-71.65505028,-34.19294498,UChile
13438,0.103,0.103,0.103,NA,NA,NA,20,-71.62997691,-34.24985036,UChile
13439,0.059,0.059,0.059,NA,NA,NA,20,-71.63189382,-34.24795841,UChile
13440,0.16,0.16,0.16,NA,NA,NA,20,-71.6619024,-34.17644764,UChile
13441,0.122,0.122,0.122,NA,NA,NA,20,-71.19621342,-34.70977398,UChile
13442,0.159,0.159,0.159,NA,NA,NA,20,-71.19896937,-34.71127311,UChile
13443,0.136,0.136,0.136,NA,NA,NA,20,-71.16143062,-34.62033075,UChile
13444,0.213,0.213,0.213,NA,NA,NA,20,-71.19621331,-34.66829793,UChile
13445,0.0632634056966041,0.06698725237527577,0.0782681788069649,0.09505851416767112,0.07655390140487102,NA,90,-71.92218076,-34.6970972,UChile
13446,0.09679737087367996,0.10089207749977727,0.11433210323252675,0.1139113284119849,NA,NA,60,-71.77003642,-34.29123906,UChile
13447,0.10342900326970224,0.11815986987008163,0.16658980676831933,0.17098819864543285,NA,NA,60,-70.97674766,-34.71858363,UChile
13448,0.14701419191702272,0.14894900492838273,0.15799436117135887,0.2025796463774162,0.22824711398936698,NA,70,-70.97637786,-34.56374689,UChile
13449,0.19493455473521104,0.19853062619633582,0.2128870355178805,0.2392652599276881,0.22624646796098805,NA,90,-71.03406689,-34.79319487,UChile
13450,0.09128446851538158,0.10340732911367709,0.12985009939617168,0.08737623213821913,0.035045103491890925,NA,70,-71.72030298,-34.360994,UChile
13451,0.1259349326555,0.11701426467052031,0.10718390273764968,0.12382404662927887,0.06561690890256448,NA,80,-71.77296438,-34.28336973,UChile
13452,0.055493097089990374,0.057484801865906876,0.06568165945406913,0.06241130964060248,NA,NA,60,-71.72538063,-34.35841365,UChile
13453,0.13828787878787877,0.1417781385281385,0.1542121212121212,0.16526839826839826,NA,NA,45,-70.99282222,-34.73379748,UChile
13454,0.2535055048875591,0.259833222935179,0.28317215953810004,0.32182868480190074,NA,NA,60,-71.32426737,-34.64042825,UChile
13455,0.224338936687401,0.22517797858416133,0.24035700926191594,0.24858625897583145,0.20402755134176487,NA,85,-70.58171137,-32.74996915,UChile
13456,0.17257068029635947,0.16997179504377036,0.16295214386516826,0.19302737116963486,0.18661990448434776,NA,80,-70.59799988,-32.73013922,UChile
13457,0.09657056805303275,0.0828770977908186,0.039901736260543455,0.014701174554026935,0.0995048889841874,NA,90,-71.44345086,-32.34841074,UChile
13458,0.046724770498676474,0.0571313371349838,0.09374371124371125,0.06515298825903532,NA,NA,60,-71.35133633,-32.26872906,UChile
13459,0.11344161967221932,0.1100744521127696,0.10330053170146525,0.11822376074360015,0.18464575672806063,NA,90,-71.38611098,-32.33039098,UChile
13472,0.08777720194057342,0.07583589394381024,0.06858568467502146,0.11015319992122836,0.13972906155564396,NA,90,-70.51251074,-33.73734694,UChile
13473,0.10389201449449595,0.10414155522904855,0.10198132074390978,0.08010103270531951,0.06487906912874197,NA,70,-70.51991151,-33.72904417,UChile
13474,0.1410566597317211,0.14338332530232697,0.14307912566426542,0.2007362648626519,0.22325561876341324,NA,92,-70.52329996,-33.73176105,UChile
13475,0.09508107092474796,0.07793968477889793,0.05503949573812547,0.10232345504971774,0.11710698440450538,NA,97,-71.40604674,-33.18008075,UChile
13476,0.08831657225217703,0.0912282957668683,0.10029234014424931,0.11864167562700989,0.11958175103910394,NA,90,-71.40312246,-33.19024161,UChile
13477,0.05501729234682887,0.05492586974445236,0.062112924048325364,0.06737661371180245,0.09376580473180858,NA,92,-71.45584454,-33.16652493,UChile
13478,0.05820211651644436,0.05132604220027188,0.053828735714714374,0.06938780318326618,0.0858920879603311,NA,90,-71.44094701,-33.17206941,UChile
13484,0.196,0.196,NA,NA,NA,NA,10,-70.32416619,-33.56694468,UChile
13485,0.2054,0.2054,NA,NA,NA,NA,10,-70.21666703,-33.49416698,UChile
13486,0.07364,0.07364,NA,NA,NA,NA,10,-70.12027729,-33.7033335,UChile
13487,0.00271,0.00271,NA,NA,NA,NA,10,-69.97944462,-33.61083301,UChile
13499,0.141686183,0.141686183,0.141686183,NA,NA,NA,19,-72.29736313,-35.47501386,UChile
13501,0.148494289,0.148494289,NA,NA,NA,NA,10,-72.29911532,-35.46667504,UChile
13503,0.217054264,0.217054264,NA,NA,NA,NA,14,-72.2946637,-35.47878251,UChile
13504,0.199266504,0.199266504,NA,NA,NA,NA,8,-72.29298208,-35.47807146,UChile
13505,0.120805369,0.120805369,NA,NA,NA,NA,12,-72.28794985,-35.4770553,UChile
13506,0.132502831,0.132502831,NA,NA,NA,NA,14,-72.29659934,-35.47115065,UChile
13507,0.196061644,0.196061644,0.196061644,NA,NA,NA,20,-72.29022915,-35.47216276,UChile
13508,0.132639792,0.132639792,NA,NA,NA,NA,12,-72.29329322,-35.47408874,UChile
13509,0.21875,0.21875,0.21875,NA,NA,NA,20,-72.29485817,-35.47545183,UChile
13510,0.122544434,0.122544434,0.122544434,0.122544434,NA,NA,33,-72.2970555,-35.4761127,UChile
13511,0.280291971,0.280291971,0.280291971,0.280291971,NA,NA,35,-72.30009024,-35.46923475,UChile
13512,0.224089636,0.224089636,0.224089636,NA,NA,NA,30,-72.29098322,-35.47039388,UChile
13514,0.232323232,0.232323232,0.232323232,NA,NA,NA,17,-72.29353842,-35.47631698,UChile
13516,0.116094987,0.116094987,NA,NA,NA,NA,6,-72.29936881,-35.47206619,UChile
13520,0.177310293,0.177310293,NA,NA,NA,NA,15,-72.28718981,-35.46867697,UChile
13521,0.137681159,0.137681159,NA,NA,NA,NA,9,-72.2925467,-35.47334313,UChile
13523,0.1648222402562706,0.13518517530515603,0.08217506948901122,0.18569810973025558,0.2689180824449988,NA,100,-72.19353473,-36.01263195,UChile
13524,0.12069472217754365,0.13554108252241745,0.18844823417565182,0.19910443575127318,0.15104115833634918,NA,80,-72.40665325,-35.84331344,UChile
13525,0.1903677906201768,0.16771477436158272,0.14160594453019038,0.2216919515433457,0.2576714417731501,NA,62,-72.40604725,-35.84186724,UChile
13526,0.3099409325896352,0.2540231398680444,0.14213648994012743,0.17421757039795208,0.2071177333023039,NA,75,-72.13717224,-36.01450439,UChile
13527,0.11567535285317161,0.1439116302446501,0.15139507493653126,0.10748822184357083,0.061223635592600405,0.05762606711527115,136,-70.28047991,-33.32131987,UChile
13528,0.22431186221220967,0.2267141679800736,0.2642623456397798,0.24776620540502495,0.2594136139245007,0.33562940338584324,160,-70.25492984,-33.27487984,UChile
13529,0.10151638383262761,0.13471004141714146,0.14066231031475276,0.13681445770170705,0.13994264014785548,NA,95,-70.26597956,-33.30641031,UChile
13530,0.11316415133579122,0.11518859203841082,0.10398508162479275,0.17048143831355916,0.1766824073293082,NA,89,-70.23884027,-33.2815801,UChile
13537,0.22619285996809887,0.21659065044838285,0.27806397865116894,0.5047131288956651,0.3166522391714999,NA,100,-70.33295222,-33.39252125,UChile
13538,0.17997238794668896,0.17358674048130449,0.17789914797538794,0.20520279465695618,0.17683490353799877,0.15320052934190648,120,-70.33044144,-33.39285483,UChile
13539,0.11580787604708553,0.12689499723445183,0.1452188250817859,0.12828121013534705,0.09564872766367487,NA,80,-70.32958326,-33.39015838,UChile
13540,0.09820400256071309,0.10767540711445342,0.1373216901844333,0.20726421200086503,0.25858760015949206,NA,80,-70.33889268,-33.38657701,UChile
13541,0.17433623785550942,0.16683867186723003,0.13986513900484474,0.10907956111528333,0.14636854744323194,0.21639242308285325,300,-70.34227846,-33.38792933,UChile
13542,0.13819684611351524,0.13776811973534872,0.13605653768297854,0.1302717615071465,0.13416034698056467,0.15684402087525232,170,-70.35048017,-33.38923826,UChile
13543,0.16885693758433934,0.16885693758433934,0.164689839932137,0.13588649462185934,0.12099872994468658,0.16451646374020296,132,-70.13680209,-33.66768694,UChile
13544,0.04376544702016329,0.04376544702016329,0.04409588742132701,0.08838992119550085,0.17058342587569852,0.15781557584917932,150,-70.1368509,-33.66720742,UChile
13547,0.20639992799976548,0.2064177478155024,0.20619629083066215,0.1523606939973877,0.21248585731158048,NA,80,-70.14053037,-33.66007037,UChile
13548,0.06517128721400238,0.07554209541695098,0.10630762910367424,0.1531210791148312,0.15426399412644312,0.14880578847150944,105,-70.96434344,-33.87439861,UChile
13549,0.09388447041056215,0.08882811160466397,0.08372013849203477,0.10940162991518777,0.11636243516101247,NA,100,-70.95984366,-33.87428092,UChile
13550,0.14248494154676658,0.13070813260402278,0.12505377830888992,0.12959375905475043,NA,NA,45,-70.94848195,-33.8738029,UChile
13551,0.1642296099728877,0.13230244645465078,0.0643427997389316,0.06477958144672764,0.0751141017234739,0.09348181219633855,120,-70.92965501,-33.87256632,UChile
13552,0.1523215623821635,0.1626663551101947,0.18351484640132212,0.1997703882287814,NA,NA,50,-70.70416639,-28.61722252,UChile
13553,0.2700719756676103,0.2676346265277304,0.25790412414758956,0.2262562003245082,0.17202105158189093,NA,90,-70.27472173,-28.92166627,UChile
13554,0.2607075471698113,0.29329481132075474,0.31089386792452833,NA,NA,NA,20,-70.00333296,-27.95250034,UChile
13555,0.1742808621422783,0.19659596908771448,0.22268060179873714,0.20544806366984103,NA,NA,50,-70.26388868,-27.547222090000002,UChile
13556,0.14260428919412335,0.1529364842379337,0.16238753036382342,0.1221492091514695,NA,NA,60,-70.11499979,-27.83138857,UChile
13558,0.4017214595278473,0.3740644229992732,0.26365067251698115,0.09287330973467212,0.15064599316266925,NA,80,-70.58333315,-27.3166667,UChile
13559,0.24360389243317454,0.23741415650488576,0.21270319524078712,0.2077191445260976,0.2907421464911572,NA,80,-70.56666623,-27.3333337,UChile
13560,0.1421735609269873,0.13575784948916023,0.11014473793504445,0.0932387241465238,NA,NA,60,-70.44999971,-27.30000029,UChile
13562,0.056107055036016575,0.060276530451003604,0.03770731209934519,0.0192536548630578,0.015571146884212468,0.012368940969636394,104,-72.25779352,-35.14896091,UChile
13564,0.232,0.232,0.232,NA,NA,NA,20,-70.66166661,-33.14805545,UChile
13565,0.276,0.276,0.276,NA,NA,NA,20,-70.79388876,-33.14749968,UChile
13566,0.2970919811320755,0.30187146226415096,0.3060813679245282,NA,NA,NA,20,-70.81222266,-33.27861119,UChile
13567,0.15,0.15,0.15,NA,NA,NA,20,-70.82556191,-33.50333369,UChile
13568,0.166,0.166,0.166,NA,NA,NA,20,-70.82555545,-33.50333378,UChile
13569,0.089329564,0.089329564,NA,NA,NA,NA,10,-69.70574416,-18.72767628,UChile
13570,0.100238179,0.100238179,NA,NA,NA,NA,10,-69.66933838,-18.72257724,UChile
13571,0.085725316,0.085725316,NA,NA,NA,NA,10,-69.6399534,-18.71244946,UChile
13572,0.12764104,0.12764104,NA,NA,NA,NA,10,-69.82359826,-18.46560062,UChile
13573,0.097252537,0.097252537,NA,NA,NA,NA,10,-69.83138604,-18.4701486,UChile
13574,0.159462867,0.159462867,NA,NA,NA,NA,10,-69.8570038,-18.47953277,UChile
13575,0.076768796,0.076768796,NA,NA,NA,NA,10,-69.3570538,-19.79925874,UChile
13576,0.075760337,0.075760337,NA,NA,NA,NA,10,-69.27167839,-19.76498764,UChile
13577,0.090232063,0.090232063,NA,NA,NA,NA,10,-69.20803515,-19.69653697,UChile
13620,0.03745501594544812,0.03259181716148931,0.025932951115727583,0.023475779152748146,0.02592095897997221,0.02743504985518746,275,-71.500084,-31.81286,WoSIS
13640,0.18657750044476928,0.18415838153437566,0.16931952999403865,0.18580544167746477,0.17632872542017333,0.19847803742651965,133,-71.28054559,-32.22325908,UChile
13641,0.11305812460303491,0.10606062197490215,0.09412621064065899,0.12802413943296728,0.127921605636957,0.26815259395808355,125,-71.05070502,-32.14589264,UChile
13642,0.17780148477774266,0.17857592391494317,0.18125022695622214,0.16799487381192313,0.16294758573873175,0.17268807566306751,115,-71.273033,-32.228237,UChile
13643,0.15424546827794566,0.1526577794561934,0.14118074018126892,0.12345921450151061,NA,NA,54,-70.34880724,-33.38949367,UChile
13644,0.20702830471967468,0.2023669462483623,0.14363589760901974,0.1336387773599987,0.1848121485380935,0.15388388380286375,145,-70.37441613,-33.40174896,UChile
13646,0.2806428350419963,0.27670898930497767,0.21633587668248874,0.12122852466472152,0.11822272473885145,0.17472607593304493,200,-71.50147872,-39.34115185,UChile
13647,0.234701925,0.234701925,0.234701925,NA,NA,NA,21,-71.5007962,-39.34218456,UChile
13648,0.19136272953581743,0.19136272953581743,0.1891550101569191,0.11004462644178066,0.12758647696199168,0.19444486745007838,201,-71.5007962,-39.34218456,UChile
13649,0.298839462393878,0.2871304723807115,0.24038527969248868,0.1775318694404835,0.1915383900726005,0.16922062009271208,200,-71.49998635,-39.34159836,UChile
13650,0.306734184709784,0.294279219930003,0.24455591092545098,0.14102310002898366,0.12738903859826492,0.15436387786630076,200,-71.49784158,-39.34359942,UChile
13651,0.21164073546189693,0.20782842924872316,0.19260875715737052,0.13535848602391148,0.040637964782031605,0.180850473633236,215,-71.49748832,-39.34345385,UChile
13652,0.3013869915656084,0.2915703848754029,0.20890926962228376,0.05514022173948567,0.08407859128329642,0.20088842220729833,200,-71.4980813,-39.3428375,UChile
13653,0.2934121816455328,0.2821314735190829,0.23791766652841564,0.16323931837776526,0.14939594642488951,0.18287029456152482,295,-71.49581572,-39.34633663,UChile
13654,0.2792184721289489,0.2643351736605836,0.20939569796524793,0.1417499173395286,0.1362838460835825,0.2007593167979981,140,-71.48011214,-39.35965469,UChile
13655,0.14277648808878188,0.14290107502270863,0.14702754528882833,0.15048446620339453,0.11156895093115089,0.127500295100267,140,-71.47944936,-39.35929044,UChile
13656,0.19043934109250207,0.18888679137502445,0.18014748209020873,0.1441694961053657,0.12643961540333606,0.1296032327950568,328,-71.48562556,-39.35575316,UChile
13657,0.21189139005981777,0.2041598002766987,0.17329337594874267,0.11594763976195266,0.14158195251016462,0.18290312366898667,200,-71.49704979,-39.34482364,UChile
13659,0.1793263086618702,0.17652024969801397,0.17512180628767832,0.1811055234812468,0.1865070020344905,NA,92,-71.11032466,-35.37303667,UChile
13660,0.014990511881370855,0.056170368655126424,0.19236711901241582,0.19071132998594995,0.19783941145859502,0.2502791066823126,120,-71.04151732,-35.44308494,UChile
13661,0.07214984965937575,0.08925087919064864,0.15233027605269933,0.23676922973090297,NA,NA,49,-70.90852089,-35.5014878,UChile
13662,0.10659278733066141,0.10677901845974275,0.10750633041967433,0.10928270315955943,0.11172438299895718,0.11321706090239474,140,-70.93480191,-35.50465695,UChile
13663,0.1845134999069002,0.18291506252386483,0.17520156000354992,0.19826119841339174,0.29597131244467034,0.2651193611409766,145,-70.96432868,-35.4889173,UChile
13664,0.1046068705973478,0.10519458918999146,0.11847100150073675,0.16207366059878486,0.1780864325371291,0.1988211430897774,150,-72.38627249,-35.87128927,UChile
13665,0.1688567901749245,0.16342627983996263,0.1697669637197742,0.20147463569758672,0.2121121403087955,0.1695146034389373,160,-72.40271075,-35.86775233,UChile
13666,0.11431708654536148,0.14469813224081957,0.2102127690334578,0.23463222284732346,0.21188770206767538,0.16005527160064734,220,-72.39110886,-35.91291091,UChile
13667,0.2284628325791009,0.22107452458310117,0.17562439594827992,0.1416944897159167,0.14903915663577338,0.13794286487295251,180,-72.40721997,-35.82254197,UChile
13668,0.05235858638394901,0.044816803906230496,0.023332978763644843,0.007505552708087312,0.03005806763617602,NA,90,-70.39583332,-23.10500012,UChile
13669,0.13677777027365054,0.10085758292060637,0.015901692597595343,0.004143090887488115,0.013295715768672766,NA,90,-70.37388843,-23.11722267,UChile
13670,0.0273,0.0273,0.0273,0.0273,0.0273,NA,90,-70.37611131,-23.12416658,UChile
13673,0.18733834212686326,0.18537524939018393,0.17674114492313825,0.14690487847429895,0.20599214996935128,NA,80,-70.56873054,-27.33684167,UChile
13674,0.08154930107415997,0.0874181990889451,0.09597074229291218,0.08706201243978733,0.07168877098920072,NA,80,-70.53897779,-27.31936671,UChile
13675,0.09023745731750847,0.08595350752159472,0.08638354780660162,0.07518342064094231,0.0046969267891218865,NA,80,-70.454,-27.29805,UChile
13680,0.2686243932038835,0.26803731796116503,0.26597390776699037,0.2644884708737865,NA,NA,40,-73.08333313,-38.98333365,UChile
13681,0.3386456310679612,0.3182936893203883,0.24676213592233015,0.1952669902912622,NA,NA,40,-73.14999996,-38.99999977,UChile
13682,0.23602670283520483,0.2106683594383663,0.1260824426380202,0.14506553035553024,NA,NA,60,-71.26666645,-30.90000012,UChile
13683,0.1879136690647482,0.19178057553956837,0.2042446043165468,0.22568779459191274,NA,NA,60,-70.72222204,-30.09027739,UChile
13684,0.2914424460431655,0.28506205035971227,0.2644964028776978,0.22911513892334412,NA,NA,60,-73.18861107,-40.66722216,UChile
13685,0.2593741007194245,0.26053417266187057,0.26427338129496397,0.2707063383775738,NA,NA,60,-72.35916616,-39.2691663,UChile
13686,0.266616504854369,0.25435315533980585,0.2204834951456311,0.20159223300970874,NA,NA,40,-71.31500003,-35.61249969,UChile
13687,0.1962961165048544,0.19760072815533983,0.20120388349514567,0.20321359223300975,NA,NA,40,-71.31638937,-35.60777751,UChile
13688,0.24684466019417478,0.24527912621359224,0.24095533980582529,0.23854368932038839,NA,NA,40,-73.16472223,-40.67111102,UChile
13689,0.2290242718446602,0.21415169902912623,0.1730757281553398,0.15016504854368934,NA,NA,40,-73.16555496,-40.67055586,UChile
13690,0.24163106796116507,0.23119417475728157,0.202368932038835,0.18629126213592237,NA,NA,40,-72.42888885,-39.54388884,UChile
