ID,top,bottom,Nombre,Region,Localidad,Fecha,Datos,Fuente,Fuente2,x,y,Tratamiento,Comentario,Arcilla,Limo,arena,Dr,Da,CC,PMP,PDR,PDL,PAU,PAI,PT,RD,Ke,Ks,Vi,pH,MO,N,P,K,VDMA
13659,92,170,Rio Claro 1,7,Molina,NA,Seguel,UChile,NA,-71.11032466,-35.37303667,testigo,corte camino carretera,2.680704698,10.51661074,86.80268456,2.824861928,1.298207754,0.186795903,-999,0.175566935,0.10607169,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
