id,obs,sim,depth
13272,0.32032858637274036,0.28999999165534973,0-5 cm
13273,0.30578068378580747,0.257999986410141,0-5 cm
13274,0.24915937535789923,0.22499999403953552,0-5 cm
13275,0.1283899861980997,0.2750000059604645,0-5 cm
13276,0.1558917070704809,0.257999986410141,0-5 cm
13277,0.16482409978840906,0.21199999749660492,0-5 cm
13278,0.12877021112281897,0.19099999964237213,0-5 cm
13279,0.15409714862703594,0.20399999618530273,0-5 cm
13280,0.14456593332437387,0.2460000067949295,0-5 cm
13281,0.15065037901583814,0.2540000081062317,0-5 cm
13282,0.2558436744606443,0.289000004529953,0-5 cm
13283,0.2027817954962216,0.24199999868869781,0-5 cm
13284,0.25627938306821213,0.257999986410141,0-5 cm
13285,0.2867881038634227,0.32199999690055847,0-5 cm
13286,0.30180922543526817,0.29600000381469727,0-5 cm
13287,0.27419363882412995,0.2759999930858612,0-5 cm
13288,0.16066624891223952,0.22100000083446503,0-5 cm
13289,0.15742008578052274,0.21899999678134918,0-5 cm
13290,0.32915983534100124,0.3089999854564667,0-5 cm
13291,0.3885414326172174,0.3089999854564667,0-5 cm
13292,0.335184317635049,0.24899999797344208,0-5 cm
13293,0.38344267672375265,0.27300000190734863,0-5 cm
13294,0.34385794368970674,0.2529999911785126,0-5 cm
13295,0.25339018388865603,0.28200000524520874,0-5 cm
13296,0.3310834450052994,0.3070000112056732,0-5 cm
13297,0.4095943206701486,0.29499998688697815,0-5 cm
13298,0.35742106603500584,0.33000001311302185,0-5 cm
13299,0.219,0.2809999883174896,0-5 cm
13300,0.23677623204869577,NA,0-5 cm
13301,0.3688494637836284,0.30399999022483826,0-5 cm
13302,0.32247295331790354,0.29899999499320984,0-5 cm
13303,0.24327563173104805,0.31200000643730164,0-5 cm
13304,0.285,0.30000001192092896,0-5 cm
13305,0.30338135247483006,0.31700000166893005,0-5 cm
13306,0.29282466674898355,0.3160000145435333,0-5 cm
13307,0.3759819128704944,0.32600000500679016,0-5 cm
13308,0.35608911615991395,0.2919999957084656,0-5 cm
13309,0.32910100733596204,0.2409999966621399,0-5 cm
13310,0.42953345296843815,0.3160000145435333,0-5 cm
13311,0.3509210631559378,0.27799999713897705,0-5 cm
13312,0.2870959053873841,0.2980000078678131,0-5 cm
13313,0.29342670247491903,0.3019999861717224,0-5 cm
13314,0.239,0.29100000858306885,0-5 cm
13316,0.30389070933924356,0.28999999165534973,0-5 cm
13317,0.3545757345588951,0.3310000002384186,0-5 cm
13319,0.27265091811017317,0.2939999997615814,0-5 cm
13320,0.3124777879270705,0.3610000014305115,0-5 cm
13321,0.29499547666514375,0.2980000078678131,0-5 cm
13322,0.27249693506840106,0.28299999237060547,0-5 cm
13323,0.307609013427273,0.32499998807907104,0-5 cm
13324,0.3332113540235046,0.3059999942779541,0-5 cm
13325,0.2266339966832111,0.3269999921321869,0-5 cm
13326,0.29016837802762235,0.3149999976158142,0-5 cm
13327,0.3379108438033471,0.3089999854564667,0-5 cm
13328,0.2826605451382875,0.32499998807907104,0-5 cm
13329,0.1843582192534224,0.28999999165534973,0-5 cm
13330,0.1911862891425974,0.23899999260902405,0-5 cm
13331,0.21782295531134063,0.27300000190734863,0-5 cm
13332,0.33563639454421834,0.3479999899864197,0-5 cm
13333,0.377,0.3019999861717224,0-5 cm
13334,0.393,0.3019999861717224,0-5 cm
13335,0.407,0.3019999861717224,0-5 cm
13336,0.101,0.2280000001192093,0-5 cm
13337,0.077,0.2280000001192093,0-5 cm
13338,0.084,0.2280000001192093,0-5 cm
13339,0.296,0.3109999895095825,0-5 cm
13340,0.381,0.3109999895095825,0-5 cm
13341,0.375,0.328000009059906,0-5 cm
13342,0.338,0.328000009059906,0-5 cm
13343,0.428,0.328000009059906,0-5 cm
13344,0.32,0.3149999976158142,0-5 cm
13345,0.308,0.3149999976158142,0-5 cm
13346,0.25,0.3149999976158142,0-5 cm
13347,0.389,0.3269999921321869,0-5 cm
13348,0.414,0.3269999921321869,0-5 cm
13349,0.325,0.30300000309944153,0-5 cm
13350,0.325,0.30300000309944153,0-5 cm
13351,0.293,0.30300000309944153,0-5 cm
13352,0.30715214067270286,0.33899998664855957,0-5 cm
13353,0.3038099332641489,0.30300000309944153,0-5 cm
13354,0.3425330896029248,0.375,0-5 cm
13355,0.394,0.23100000619888306,0-5 cm
13356,0.346,0.23100000619888306,0-5 cm
13357,0.337,0.23100000619888306,0-5 cm
13358,0.496,0.31299999356269836,0-5 cm
13359,0.532,0.31299999356269836,0-5 cm
13360,0.2667120904638694,0.296999990940094,0-5 cm
13361,0.129399879,0.20900000631809235,0-5 cm
13362,0.101256785,0.20200000703334808,0-5 cm
13363,0.190047788,0.19900000095367432,0-5 cm
13364,0.153761898,0.19900000095367432,0-5 cm
13365,0.114979242,0.210999995470047,0-5 cm
13366,0.176290632,0.19499999284744263,0-5 cm
13367,0.193526608,0.1850000023841858,0-5 cm
13368,0.11884031,0.2199999988079071,0-5 cm
13369,0.158016383,0.22100000083446503,0-5 cm
13370,0.131948572,0.2290000021457672,0-5 cm
13371,0.174590586,0.17900000512599945,0-5 cm
13372,0.108966989,0.12999999523162842,0-5 cm
13373,0.152876212,0.25099998712539673,0-5 cm
13374,0.189388899,0.25099998712539673,0-5 cm
13375,0.111897176,0.21699999272823334,0-5 cm
13376,0.106493236,0.16300000250339508,0-5 cm
13377,0.158377689,0.22699999809265137,0-5 cm
13378,0.209506555,0.22599999606609344,0-5 cm
13379,0.183341125,0.17900000512599945,0-5 cm
13381,0.158228393,0.22300000488758087,0-5 cm
13382,0.187797555,0.210999995470047,0-5 cm
13383,0.106741121,0.1889999955892563,0-5 cm
13384,0.145475715,0.1770000010728836,0-5 cm
13385,0.16806202,0.22599999606609344,0-5 cm
13386,0.128083748,0.19499999284744263,0-5 cm
13387,0.137813867,0.1850000023841858,0-5 cm
13389,0.12578757091614515,0.4259999990463257,0-5 cm
13390,0.2978244836121742,0.4099999964237213,0-5 cm
13391,0.3311456668217338,0.39800000190734863,0-5 cm
13392,0.7069105720644018,0.4410000145435333,0-5 cm
13393,0.34007371577740997,0.3109999895095825,0-5 cm
13394,0.4223864337761128,0.2840000092983246,0-5 cm
13395,0.2366524236936975,0.2770000100135803,0-5 cm
13396,0.24797867413775432,0.3370000123977661,0-5 cm
13397,0.20049221563234096,0.2879999876022339,0-5 cm
13398,0.3695453650809544,0.3440000116825104,0-5 cm
13399,0.23975882921390224,0.35600000619888306,0-5 cm
13400,0.24977581435190657,0.33399999141693115,0-5 cm
13401,0.3391303584952647,0.3889999985694885,0-5 cm
13402,0.3014296506715914,0.3970000147819519,0-5 cm
13403,0.2142907684724806,0.37400001287460327,0-5 cm
13404,0.3359088660063722,0.3479999899864197,0-5 cm
13405,0.33468089365699527,0.414000004529953,0-5 cm
13406,0.3709636299968326,0.31700000166893005,0-5 cm
13407,0.2913536929116592,0.3700000047683716,0-5 cm
13408,0.2848123713462052,0.42100000381469727,0-5 cm
13409,0.2152467041220018,0.42899999022483826,0-5 cm
13410,0.32947648537568747,0.367000013589859,0-5 cm
13411,0.19090446301244277,0.38100001215934753,0-5 cm
13412,0.2290564115555006,0.32199999690055847,0-5 cm
13413,0.3472957366373975,0.35600000619888306,0-5 cm
13414,0.2269370425376279,0.421999990940094,0-5 cm
13415,0.25104969675596317,0.34599998593330383,0-5 cm
13416,0.29386269411917637,0.35899999737739563,0-5 cm
13417,0.202,0.31700000166893005,0-5 cm
13418,0.2127735393461908,0.2759999930858612,0-5 cm
13419,0.299859404189462,0.4169999957084656,0-5 cm
13420,0.3120680614967615,0.35899999737739563,0-5 cm
13421,0.19358757237282875,0.3700000047683716,0-5 cm
13422,0.32987780195345373,0.33799999952316284,0-5 cm
13423,0.20781145406811943,0.2879999876022339,0-5 cm
13424,0.2233121603811132,0.27900001406669617,0-5 cm
13425,0.1780132975063011,0.3240000009536743,0-5 cm
13426,0.2250743800179776,0.3400000035762787,0-5 cm
13427,0.2514993267101997,0.2919999957084656,0-5 cm
13428,0.4672217568941407,0.3709999918937683,0-5 cm
13429,0.4282269390317151,0.3930000066757202,0-5 cm
13430,0.4295600871612682,0.3540000021457672,0-5 cm
13431,0.4873116741027113,0.367000013589859,0-5 cm
13432,0.5696665235586282,0.4410000145435333,0-5 cm
13433,0.164,0.26499998569488525,0-5 cm
13434,0.137,0.2930000126361847,0-5 cm
13435,0.231,0.3230000138282776,0-5 cm
13436,0.249,0.2630000114440918,0-5 cm
13437,0.215,0.26499998569488525,0-5 cm
13438,0.251,0.20200000703334808,0-5 cm
13439,0.093,0.25699999928474426,0-5 cm
13440,0.188,0.2709999978542328,0-5 cm
13441,0.201,0.2290000021457672,0-5 cm
13442,0.234,0.24799999594688416,0-5 cm
13443,0.222,0.28299999237060547,0-5 cm
13444,0.267,0.30799999833106995,0-5 cm
13445,0.35197150324486337,0.24699999392032623,0-5 cm
13446,0.18072850234059384,0.24899999797344208,0-5 cm
13447,0.1945568621316986,0.30799999833106995,0-5 cm
13448,0.25308662941436577,0.3709999918937683,0-5 cm
13449,0.2502492053415605,0.3449999988079071,0-5 cm
13450,0.16401471155760144,0.210999995470047,0-5 cm
13451,0.326674025182549,0.24500000476837158,0-5 cm
13452,0.10664910734403509,0.1979999989271164,0-5 cm
13453,0.23343745500119992,0.31200000643730164,0-5 cm
13454,0.3028546341637058,0.35100001096725464,0-5 cm
13455,0.25074546915238255,0.3140000104904175,0-5 cm
13456,0.28940251292744784,0.28200000524520874,0-5 cm
13457,0.12124705382233002,0.10700000077486038,0-5 cm
13458,0.10376431939530605,0.15299999713897705,0-5 cm
13459,0.2315243694101469,0.2370000034570694,0-5 cm
13472,0.37142032905026534,0.25099998712539673,0-5 cm
13473,0.2916122860709453,0.2549999952316284,0-5 cm
13474,0.3717138815084322,0.2840000092983246,0-5 cm
13475,0.26396107570088284,0.24199999868869781,0-5 cm
13476,0.2190834300272428,0.2540000081062317,0-5 cm
13477,0.1407206548491061,0.25200000405311584,0-5 cm
13478,0.140807885302649,0.22599999606609344,0-5 cm
13484,0.358,0.24300000071525574,0-5 cm
13485,0.2615,0.25699999928474426,0-5 cm
13486,0.1693,0.21699999272823334,0-5 cm
13487,0.1873,0.24500000476837158,0-5 cm
13499,0.335421016,0.39100000262260437,0-5 cm
13501,0.325314379,0.39800000190734863,0-5 cm
13503,0.353901996,0.3569999933242798,0-5 cm
13504,0.328286304,0.3479999899864197,0-5 cm
13505,0.314754098,0.37299999594688416,0-5 cm
13506,0.358158429,0.3889999985694885,0-5 cm
13507,0.279385172,0.3580000102519989,0-5 cm
13508,0.326164875,0.36399999260902405,0-5 cm
13509,0.485758276,0.421999990940094,0-5 cm
13510,0.312738854,0.34200000762939453,0-5 cm
13511,0.546806649,0.44200000166893005,0-5 cm
13512,0.316791298,0.33799999952316284,0-5 cm
13514,0.399141631,0.39800000190734863,0-5 cm
13516,0.251626898,0.34299999475479126,0-5 cm
13520,0.239978034,0.3179999887943268,0-5 cm
13521,0.287240022,0.32899999618530273,0-5 cm
13523,0.20542186080126404,0.2809999883174896,0-5 cm
13524,0.20140591768531915,0.3840000033378601,0-5 cm
13525,0.23549329073669312,0.34299999475479126,0-5 cm
13526,0.3235318756475365,0.27799999713897705,0-5 cm
13527,0.18726137066531617,0.22300000488758087,0-5 cm
13528,0.2984181885133567,0.3310000002384186,0-5 cm
13529,0.1524985060361378,0.22300000488758087,0-5 cm
13530,0.17190271862787235,0.22599999606609344,0-5 cm
13537,0.2961268395083513,0.3930000066757202,0-5 cm
13538,0.2767906327829177,0.3179999887943268,0-5 cm
13539,0.2543852454124684,0.29499998688697815,0-5 cm
13540,0.2362363443836462,0.33799999952316284,0-5 cm
13541,0.29333219258666415,0.328000009059906,0-5 cm
13542,0.18983953843620532,0.30799999833106995,0-5 cm
13543,0.16482538200244581,NA,0-5 cm
13544,0.00985090603549471,NA,0-5 cm
13545,0.32807681863038796,0.32899999618530273,0-5 cm
13546,0.14860881934441614,0.17499999701976776,0-5 cm
13547,0.3643431856677858,0.3630000054836273,0-5 cm
13548,0.22986311148108143,0.2770000100135803,0-5 cm
13549,0.2296091523019836,0.3449999988079071,0-5 cm
13550,0.2800768784183205,0.31700000166893005,0-5 cm
13551,0.27122524843724377,0.23600000143051147,0-5 cm
13552,0.2882860188777696,0.2590000033378601,0-5 cm
13553,0.31286068832694014,0.2409999966621399,0-5 cm
13554,0.3881214627122373,0.32199999690055847,0-5 cm
13555,0.3224519714335321,0.2939999997615814,0-5 cm
13556,0.28633563985569543,0.2800000011920929,0-5 cm
13558,0.6403318819961952,0.31700000166893005,0-5 cm
13559,0.3963069890685037,0.4189999997615814,0-5 cm
13560,0.3988525107298513,0.36899998784065247,0-5 cm
13562,0.09847668242762311,0.1420000046491623,0-5 cm
13564,0.412,0.335999995470047,0-5 cm
13565,0.39,0.34299999475479126,0-5 cm
13566,0.5025452172869627,0.328000009059906,0-5 cm
13567,0.323,0.3050000071525574,0-5 cm
13568,0.353,0.3050000071525574,0-5 cm
13569,0.109816911,0.26100000739097595,0-5 cm
13570,0.27400115,0.23999999463558197,0-5 cm
13571,0.203718327,0.2290000021457672,0-5 cm
13572,0.14005635,0.18799999356269836,0-5 cm
13573,0.107394988,0.20100000500679016,0-5 cm
13574,0.16937047,0.2529999911785126,0-5 cm
13575,0.078608702,0.16699999570846558,0-5 cm
13576,0.101859164,0.19499999284744263,0-5 cm
13577,0.183346494,0.23399999737739563,0-5 cm
13620,0.08513489241248902,0.2709999978542328,0-5 cm
13640,0.2529392100523369,0.26100000739097595,0-5 cm
13641,0.20890687153671728,0.24699999392032623,0-5 cm
13642,0.24398012518568823,0.27399998903274536,0-5 cm
13645,0.2940591079091124,0.2709999978542328,0-5 cm
13646,0.3605802159208776,0.38100001215934753,0-5 cm
13647,0.43950256,0.37299999594688416,0-5 cm
13648,0.31479162052743415,0.37299999594688416,0-5 cm
13649,0.3874373098969045,0.39500001072883606,0-5 cm
13650,0.36495459832641114,0.4000000059604645,0-5 cm
13651,0.3976184888660748,0.4000000059604645,0-5 cm
13652,0.39837132076491294,0.40799999237060547,0-5 cm
13653,0.426047022165703,0.38999998569488525,0-5 cm
13654,0.40808955887351706,0.2070000022649765,0-5 cm
13655,0.25637651673883466,0.2070000022649765,0-5 cm
13656,0.36405875935782334,0.4050000011920929,0-5 cm
13657,0.3824689371169348,0.3970000147819519,0-5 cm
13659,0.3692367604172951,0.32199999690055847,0-5 cm
13660,0.3511899392604054,0.33899998664855957,0-5 cm
13661,0.09091001594361972,0.28700000047683716,0-5 cm
13662,0.1349203689380825,0.3019999861717224,0-5 cm
13663,0.28905645908448974,0.3869999945163727,0-5 cm
13664,0.22437273132499336,0.3529999852180481,0-5 cm
13665,0.2858008760409931,0.41100001335144043,0-5 cm
13666,0.2556655082336251,0.3330000042915344,0-5 cm
13667,0.28126095271930257,0.3059999942779541,0-5 cm
13668,0.0723703498934794,0.12600000202655792,0-5 cm
13669,0.20630339623524976,0.16099999845027924,0-5 cm
13670,0.0357,0.08299999684095383,0-5 cm
13673,0.3170763399842873,0.3720000088214874,0-5 cm
13674,0.23209516509000436,0.35199999809265137,0-5 cm
13675,0.2074676486903231,0.3140000104904175,0-5 cm
13680,0.4431925342239733,0.39399999380111694,0-5 cm
13681,0.44758706238812834,0.48399999737739563,0-5 cm
13682,0.33856178882467014,0.26899999380111694,0-5 cm
13683,0.37418553979411134,0.26899999380111694,0-5 cm
13684,0.4185424940818828,0.45500001311302185,0-5 cm
13685,0.5270282506009025,0.5370000004768372,0-5 cm
13686,0.42363992080237595,0.42399999499320984,0-5 cm
13687,0.3944398218053458,0.43700000643730164,0-5 cm
13688,0.4435596832095038,0.4819999933242798,0-5 cm
13689,0.3655601781946541,0.5350000262260437,0-5 cm
13690,0.48051906942791706,0.4909999966621399,0-5 cm
13691,0.4058415047548573,0.5059999823570251,0-5 cm
13724,0.25416184803929565,0.3440000116825104,0-5 cm
13725,0.212437844172565,0.39100000262260437,0-5 cm
13757,0.109504729,0.19699999690055847,0-5 cm
13758,0.05910834795787777,0.2199999988079071,0-5 cm
13759,0.092003848,0.1379999965429306,0-5 cm
13760,0.15552405870684552,0.14800000190734863,0-5 cm
13761,0.19014127547535212,0.1469999998807907,0-5 cm
13762,0.1345188215505596,0.210999995470047,0-5 cm
13763,0.11360627076546746,0.1289999932050705,0-5 cm
13764,0.34806622220935574,0.375,0-5 cm
13910,0.2033248878375195,0.26600000262260437,0-5 cm
13911,0.23506106015495057,0.3009999990463257,0-5 cm
13912,0.525366652,0.3720000088214874,0-5 cm
13913,0.30899632,0.2939999997615814,0-5 cm
13914,0.133262063,0.1770000010728836,0-5 cm
13915,0.425624326,0.3709999918937683,0-5 cm
13916,0.167113342,0.22200000286102295,0-5 cm
13917,0.072367337,0.12399999797344208,0-5 cm
13918,0.124672724,0.1289999932050705,0-5 cm
13919,0.415220834,0.3580000102519989,0-5 cm
13920,0.046669988,0.06400000303983688,0-5 cm
13921,0.059493936,0.13199999928474426,0-5 cm
13922,0.3513449676737578,0.39100000262260437,0-5 cm
13923,0.25469325227046324,0.1080000028014183,0-5 cm
13924,0.4928421998203889,0.45100000500679016,0-5 cm
13925,0.3865649520148509,0.4869999885559082,0-5 cm
13926,0.5502716853716141,0.492000013589859,0-5 cm
13927,0.278497079351815,0.414000004529953,0-5 cm
13928,0.3416412132228903,0.289000004529953,0-5 cm
13929,0.47499384557859575,0.210999995470047,0-5 cm
13930,0.40836746216326425,0.4429999887943268,0-5 cm
13931,0.3046777250055149,0.382999986410141,0-5 cm
13932,0.07507417980542196,0.31700000166893005,0-5 cm
13933,0.2773121927295481,0.375,0-5 cm
13934,0.2310141049726968,0.3540000021457672,0-5 cm
2086,0.6595788020276456,0.28600001335144043,5-15 cm
2087,0.2178244301959457,0.28600001335144043,5-15 cm
2088,0.25200394643572605,0.3610000014305115,5-15 cm
2089,0.3524355975454906,0.3889999985694885,5-15 cm
2090,0.723,0.5139999985694885,5-15 cm
2091,0.5633864233684904,0.3919999897480011,5-15 cm
2092,0.251,0.32100000977516174,5-15 cm
2093,0.4698685887692775,0.2750000059604645,5-15 cm
2094,0.274060488105441,0.3449999988079071,5-15 cm
2096,0.40017096133564906,0.3779999911785126,5-15 cm
2097,0.34884786062686796,0.2939999997615814,5-15 cm
2098,0.39352059893368674,0.45500001311302185,5-15 cm
2099,0.2211734922364211,0.23100000619888306,5-15 cm
2100,0.22277449218780884,0.32899999618530273,5-15 cm
2101,0.18204409943595296,0.289000004529953,5-15 cm
2102,0.4188945136194548,0.2639999985694885,5-15 cm
2107,0.2112110365840975,0.25999999046325684,5-15 cm
2109,0.2798088598154381,0.3330000042915344,5-15 cm
2110,0.11722813850669445,0.2630000114440918,5-15 cm
2111,0.22043363287690357,0.25600001215934753,5-15 cm
2112,0.26469542688747993,0.3190000057220459,5-15 cm
2113,0.363551661482452,0.29600000381469727,5-15 cm
2114,0.17723632610735224,0.3070000112056732,5-15 cm
2115,0.4106986601923866,0.35100001096725464,5-15 cm
2116,0.4380621893204919,0.3140000104904175,5-15 cm
2117,0.4103836174002619,0.33000001311302185,5-15 cm
2118,0.4437613977518887,0.3269999921321869,5-15 cm
2119,0.6533954075480942,0.38999998569488525,5-15 cm
2120,0.29686811005441177,0.35600000619888306,5-15 cm
2121,0.4620300040897138,0.3440000116825104,5-15 cm
2122,0.330201510468716,0.2849999964237213,5-15 cm
2124,0.30805071061331885,0.29499998688697815,5-15 cm
2126,0.3780744988116821,0.29600000381469727,5-15 cm
2127,0.31790145728360786,0.3409999907016754,5-15 cm
2128,0.35818791357874613,0.2680000066757202,5-15 cm
2129,0.4559990362119912,0.3230000138282776,5-15 cm
2130,0.3174258176951642,0.39800000190734863,5-15 cm
2131,0.38569731207819935,0.31299999356269836,5-15 cm
2133,0.2701030214687716,0.36500000953674316,5-15 cm
2134,0.04652025987079667,0.05999999865889549,5-15 cm
2135,0.2382387168083236,0.3619999885559082,5-15 cm
2136,0.1989896323122848,0.40700000524520874,5-15 cm
13238,0.2960508754631693,0.3700000047683716,5-15 cm
13239,0.3453394567747608,0.3109999895095825,5-15 cm
13240,0.3567318529956739,0.3009999990463257,5-15 cm
13241,0.36232554957115415,0.31700000166893005,5-15 cm
13242,0.258011244777662,0.24899999797344208,5-15 cm
13243,0.22028022628996383,0.2639999985694885,5-15 cm
13244,0.28146746340727385,0.2070000022649765,5-15 cm
13245,0.2791278322782772,0.24300000071525574,5-15 cm
13246,0.36356174937811286,0.26600000262260437,5-15 cm
13247,0.27580568232205377,0.2460000067949295,5-15 cm
13248,0.2623479648206181,0.2460000067949295,5-15 cm
13249,0.16620715478413634,0.20900000631809235,5-15 cm
13250,0.13495214861103128,0.2070000022649765,5-15 cm
13251,0.2260095410832249,0.28299999237060547,5-15 cm
13252,0.31230371982774424,0.3140000104904175,5-15 cm
13253,0.324025087418226,0.30399999022483826,5-15 cm
13254,0.23717684027955177,0.25,5-15 cm
13255,0.253653657347969,0.34599998593330383,5-15 cm
13256,0.11197039440801897,0.24199999868869781,5-15 cm
13257,0.23900501028594823,0.24199999868869781,5-15 cm
13258,0.16120514548438264,0.21299999952316284,5-15 cm
13259,0.12078357404164744,0.16300000250339508,5-15 cm
13260,0.22782763734561667,0.2619999945163727,5-15 cm
13261,0.23553672864479663,0.21899999678134918,5-15 cm
13262,0.2147121412326745,0.2619999945163727,5-15 cm
13263,0.21112111920725657,0.3310000002384186,5-15 cm
13264,0.2772353359880632,0.2770000100135803,5-15 cm
13265,0.20353644676212507,0.28700000047683716,5-15 cm
13266,0.17494344612988527,0.2619999945163727,5-15 cm
13267,0.23610968435282192,0.24199999868869781,5-15 cm
13268,0.26833472145125903,0.33500000834465027,5-15 cm
13269,0.2112498302465254,0.2879999876022339,5-15 cm
13270,0.22740696597762497,0.27300000190734863,5-15 cm
13271,0.14187630408482854,0.3240000009536743,5-15 cm
13272,0.329336658489503,0.23100000619888306,5-15 cm
13273,0.2970782375931795,0.23899999260902405,5-15 cm
13274,0.2485975529698077,0.25699999928474426,5-15 cm
13275,0.14865730654548256,0.3109999895095825,5-15 cm
13276,0.1537246158151528,0.2680000066757202,5-15 cm
13277,0.163157633151146,0.2280000001192093,5-15 cm
13278,0.12536818880730644,0.19099999964237213,5-15 cm
13279,0.1537070334378357,0.2290000021457672,5-15 cm
13280,0.1286306561032499,0.26899999380111694,5-15 cm
13281,0.1793511257954682,0.2930000126361847,5-15 cm
13282,0.2593421834710617,0.2980000078678131,5-15 cm
13283,0.2027817954962216,0.24699999392032623,5-15 cm
13284,0.2660924122309867,0.2669999897480011,5-15 cm
13285,0.31234292930265734,0.23999999463558197,5-15 cm
13286,0.2977460316108012,0.26100000739097595,5-15 cm
13287,0.29043694155252375,0.2540000081062317,5-15 cm
13288,0.17091689337193655,0.21699999272823334,5-15 cm
13289,0.16485381567740198,0.2199999988079071,5-15 cm
13290,0.3469240405850251,0.2930000126361847,5-15 cm
13291,0.3807566793841539,0.23000000417232513,5-15 cm
13292,0.32950483556838367,0.21799999475479126,5-15 cm
13293,0.4363182801944688,0.23399999737739563,5-15 cm
13294,0.3387654756466711,0.23000000417232513,5-15 cm
13295,0.26504039701512633,0.2619999945163727,5-15 cm
13296,0.346724614321285,0.28700000047683716,5-15 cm
13297,0.3806942910457431,0.2840000092983246,5-15 cm
13298,0.3587676809226973,0.2980000078678131,5-15 cm
13299,0.219,0.24199999868869781,5-15 cm
13300,0.2467516219111821,NA,5-15 cm
13301,0.36703088593669225,0.28299999237060547,5-15 cm
13302,0.2974491697030877,0.23600000143051147,5-15 cm
