id,soil depth,x,y,Fuente,profundidad,values
2127,116,-71.52774381,-45.37193228,CHLSOC,0-5 cm,2.5
2128,80,-71.87770767,-45.13722744,CHLSOC,0-5 cm,2.5
2129,39,-71.86727854,-44.68611968,CHLSOC,0-5 cm,2.5
2130,76,-71.50750907,-44.58309702,CHLSOC,0-5 cm,2.5
2131,128,-72.61459953,-44.75686683,CHLSOC,0-5 cm,2.5
2133,62,-72.43321968,-44.0476353,CHLSOC,0-5 cm,2.5
2134,110,-72.9556333,-43.76477928,CHLSOC,0-5 cm,0
2135,130,-72.36576661,-43.84824399,CHLSOC,0-5 cm,2.5
2136,117,-72.31638957,-43.98892261,CHLSOC,0-5 cm,2.5
13238,110,-72.49579,-36.026772,UChile,0-5 cm,2.5
13239,130,-72.495196000000007,-36.032014,UChile,0-5 cm,2.5
13240,148,-72.481449,-35.992856,UChile,0-5 cm,2.5
13241,168,-72.474423,-35.994734,UChile,0-5 cm,2.5
13242,150,-72.3938838,-35.79776622,UChile,0-5 cm,2.5
13243,140,-72.39300105,-35.79831744,UChile,0-5 cm,2.5
13244,140,-72.39346647,-35.79806759,UChile,0-5 cm,2.5
13245,131,-72.40441293,-35.82138872,UChile,0-5 cm,2.5
