id,soil depth,x,y,Fuente,profundidad,values
557,150,-73.37410687,-37.91418508,CIREN,0-5 cm,1.4956908730614245
559,87,-71.28209091,-34.06758623,CIREN,0-5 cm,1.701232376166345
561,34,-72.30088747,-36.75507138,CIREN,0-5 cm,1.3957368563462462
562,150,-73.37410513,-37.91418464,CIREN,0-5 cm,1.4956908730614245
564,115,-71.64088916,-35.8812591,CIREN,0-5 cm,1.48624211235062
571,120,-70.73172407,-34.12256534,CIREN,0-5 cm,1.4758129168774348
579,65,-71.68296667,-35.45219626,CIREN,0-5 cm,1.6757677767811638
583,100,-71.76397944,-35.40530061,CIREN,0-5 cm,1.4807977633133242
585,70,-71.15253172,-32.85431713,CIREN,0-5 cm,1.4759968343981036
586,120,-71.49950892,-33.2510051,CIREN,0-5 cm,1.9796302521108884
587,110,-71.33367385,-33.33439021,CIREN,0-5 cm,1.619017672590995
588,125,-71.4508471,-33.25693337,CIREN,0-5 cm,1.9504462023297815
589,100,-71.31100844,-33.31813281,CIREN,0-5 cm,1.6999999999999995
591,60,-70.88971072,-32.41420629,CIREN,0-5 cm,1.329119970678443
592,120,-72.94360234,-52.79072479,CHLSOC,0-5 cm,0.10951542268893792
593,480,-70.96715376,-52.63802003,CHLSOC,0-5 cm,0.08138354577997463
594,244,-72.12509313,-52.51113885,CHLSOC,0-5 cm,0.08457784591095094
595,10,-71.25071,-30.20157,CHLSOC,0-5 cm,1.7
596,10,-73.38968,-38.77412,CHLSOC,0-5 cm,1.1
597,10,-72.1112,-39.85941,CHLSOC,0-5 cm,0.8
598,10,-73.41283,-39.93245,CHLSOC,0-5 cm,0.8
599,10,-73.15404,-40.9034,CHLSOC,0-5 cm,0.8
600,10,-73.82429,-42.42186,CHLSOC,0-5 cm,0.6
601,10,-73.61712,-43.05791,CHLSOC,0-5 cm,0.6
602,10,-72.39653,-43.96393,CHLSOC,0-5 cm,0.5
603,10,-72.81482,-45.48736,CHLSOC,0-5 cm,0.5
604,10,-72.90757,-45.78639,CHLSOC,0-5 cm,0.7
605,10,-72.61276,-46.56823,CHLSOC,0-5 cm,0.6
606,10,-71.50008,-31.81284,CHLSOC,0-5 cm,1.4
607,10,-72.16487999,-51.80696,CHLSOC,0-5 cm,0.7
608,10,-70.9886,-53.43267,CHLSOC,0-5 cm,0.7
609,10,-70.36106001,-53.31478,CHLSOC,0-5 cm,0.8
610,10,-70.52162,-32.87609,CHLSOC,0-5 cm,1.1
611,10,-71.14047,-33.99911,CHLSOC,0-5 cm,1.1
612,10,-70.83241999,-33.4778,CHLSOC,0-5 cm,1.7
613,10,-71.61243,-33.33901,CHLSOC,0-5 cm,1.3
614,10,-71.87564,-33.96865,CHLSOC,0-5 cm,1.1
615,10,-71.69721,-36.45816,CHLSOC,0-5 cm,0.8
616,10,-73.26686,-37.25344,CHLSOC,0-5 cm,1.6
617,20,-70.549,-26.11,CHLSOC,0-5 cm,1.2078034901651502
618,40,-71.063,-32.955,CHLSOC,0-5 cm,1.300349785060224
619,40,-73.01299999,-37.807,CHLSOC,0-5 cm,0.6179960086465572
620,40,-71.166,-29.757,CHLSOC,0-5 cm,1.5771575009849568
621,27,-70.90861762,-52.6944987,CHLSOC,0-5 cm,0.47462089214723263
622,112,-70.89754531,-52.67259407,CHLSOC,0-5 cm,0.7055892225236396
623,36,-70.95331294,-52.66704833,CHLSOC,0-5 cm,1.3285240677162615
624,81,-70.93563968,-52.67909898,CHLSOC,0-5 cm,0.7223713226560726
625,103,-70.94680227,-52.7175246,CHLSOC,0-5 cm,0.5566573870380702
626,55,-70.95784705,-52.72279139,CHLSOC,0-5 cm,0.9830326851509252
627,70,-70.9681628,-52.71246943,CHLSOC,0-5 cm,0.8557238404728456
628,60,-71.00094231,-52.69405483,CHLSOC,0-5 cm,1.057502896318885
629,125,-71.00440816,-52.69250369,CHLSOC,0-5 cm,0.5552065630104251
630,107,-70.91616671,-52.7016328,CHLSOC,0-5 cm,0.31876304047452114
631,41,-71.09431703,-52.60638336,CHLSOC,0-5 cm,0.7082057581034876
632,20,-71.18152196,-52.57023544,CHLSOC,0-5 cm,0.6838735675859449
633,105,-71.17034194,-52.5999339,CHLSOC,0-5 cm,0.5807378582340009
634,78,-68.76589191,-53.54914767,CHLSOC,0-5 cm,1.4256616076617137
635,105,-71.0195262,-52.60705319,CHLSOC,0-5 cm,0.47616763641381
636,110,-71.03853817,-52.63415148,CHLSOC,0-5 cm,1.0095161078947832
637,65,-69.33563719,-52.65661721,CHLSOC,0-5 cm,1.088976384432228
638,81,-70.96784387,-52.70406788,CHLSOC,0-5 cm,0.5700321429169188
639,110,-70.96880049,-52.70328773,CHLSOC,0-5 cm,1.316797920669042
640,54,-70.97940285,-52.70959387,CHLSOC,0-5 cm,1.062143275661391
641,105,-70.95225031,-52.69296977,CHLSOC,0-5 cm,0.38697998796210503
642,85,-70.92600873,-52.69657305,CHLSOC,0-5 cm,0.7509724934280141
643,43,-70.94185485,-52.6994794,CHLSOC,0-5 cm,1.1530331302996628
644,70,-71.15458476,-52.312661,CHLSOC,0-5 cm,1.520455808082843
645,68,-71.16109089,-52.28569166,CHLSOC,0-5 cm,1.7115812658547622
646,52,-71.01696522,-52.10065914,CHLSOC,0-5 cm,1.2338524110982052
648,120,-70.77300261,-52.67476577,CHLSOC,0-5 cm,1.0861968216888698
649,58,-70.88761276,-52.69540155,CHLSOC,0-5 cm,0.5728947871966674
650,107,-70.89369915,-52.69480994,CHLSOC,0-5 cm,0.6103080737840036
651,34,-70.90616375,-52.66738467,CHLSOC,0-5 cm,0.925683975128177
652,120,-69.3351747,-52.9589353,CHLSOC,0-5 cm,0.7454705407591655
653,120,-70.60683726,-52.66035842,CHLSOC,0-5 cm,0.8777390451793776
654,26,-70.5768784,-52.66073393,CHLSOC,0-5 cm,0.9238042102233944
655,100,-71.03853817,-52.63415148,CHLSOC,0-5 cm,0.9566617228580852
656,80,-71.01175914,-52.66473962,CHLSOC,0-5 cm,1.1039572744281083
657,120,-72.62309638,-51.58073434,CHLSOC,0-5 cm,0.4020595044098774
658,72,-70.99771511,-52.71671347,CHLSOC,0-5 cm,1.5906972819756615
659,108,-68.69873917,-53.05927644,CHLSOC,0-5 cm,1.601803250856887
660,120,-72.45436029,-51.31618522,CHLSOC,0-5 cm,0.4528028219717803
661,130,-69.27141344,-53.46816165,CHLSOC,0-5 cm,0.5235694654530844
662,57,-69.23043586,-53.484364480000004,CHLSOC,0-5 cm,0.637417024006305
663,80,-70.9903561,-52.72711431,CHLSOC,0-5 cm,1.1667796211075794
664,70,-71.03691601,-52.69082548,CHLSOC,0-5 cm,1.02
665,105,-70.51743211,-52.29086348,CHLSOC,0-5 cm,0.5020250598827197
697,80,-72.45776645,-41.88075538,CHLSOC,0-5 cm,0.44442422645297186
698,55,-72.45701116,-41.92498438,CHLSOC,0-5 cm,0.3779662989171146
699,48,-72.6054914,-41.90904107,CHLSOC,0-5 cm,0.43972494432359865
700,120,-72.67842506,-41.87399313,CHLSOC,0-5 cm,0.5307222842485748
701,20,-73.38412564,-37.25010246,CHLSOC,0-5 cm,1.4075474
702,20,-73.38419916,-37.25035583,CHLSOC,0-5 cm,1.387185271
703,20,-73.38400581,-37.25043431,CHLSOC,0-5 cm,1.451197952
704,20,-73.49651438,-37.25177248,CHLSOC,0-5 cm,1.331280863
705,20,-73.3810414,-37.25513468,CHLSOC,0-5 cm,1.436993233
706,20,-73.38079379,-37.25511327,CHLSOC,0-5 cm,1.442784856
707,20,-73.38064359,-37.25528247,CHLSOC,0-5 cm,1.3771871
708,20,-73.38085737,-37.25530342,CHLSOC,0-5 cm,1.3265866
709,20,-73.44009797,-37.83055242,CHLSOC,0-5 cm,1.139303786
710,20,-73.43997643,-37.83038859,CHLSOC,0-5 cm,1.082667805
711,20,-73.4397356,-37.83049355,CHLSOC,0-5 cm,1.056514052
712,20,-73.43985638,-37.83069342,CHLSOC,0-5 cm,1.007681522
713,20,-73.44493466,-37.82099122,CHLSOC,0-5 cm,0.981832592
714,20,-73.4451639,-37.82089511,CHLSOC,0-5 cm,1.049746998
715,20,-73.44513512,-37.82064239,CHLSOC,0-5 cm,1.011339389
716,20,-73.44496153,-37.8207933,CHLSOC,0-5 cm,1.07480339
717,20,-72.09653918,-35.94613175,CHLSOC,0-5 cm,1.645186856
718,20,-72.1095127,-35.9541778,CHLSOC,0-5 cm,1.332804975
719,20,-72.10960351,-35.95442332,CHLSOC,0-5 cm,1.398951411
720,20,-72.10986381,-35.95427639,CHLSOC,0-5 cm,1.319697616
721,20,-72.10719087,-35.95523034,CHLSOC,0-5 cm,1.296043407
722,20,-72.77214364,-35.96930912,CHLSOC,0-5 cm,1.315552033
723,20,-72.10749835,-35.95530985,CHLSOC,0-5 cm,1.416082424
724,20,-72.10731227,-35.9555487,CHLSOC,0-5 cm,1.326525636
725,20,-72.0964005,-35.94598419,CHLSOC,0-5 cm,1.557885753
726,20,-72.09653899,-35.94583434,CHLSOC,0-5 cm,1.525086874
727,20,-72.09669883,-35.94600944,CHLSOC,0-5 cm,1.605620923
728,20,-72.09411792,-36.01154788,CHLSOC,0-5 cm,1.601658233
729,20,-72.09629014,-35.94657634,CHLSOC,0-5 cm,1.680485277
730,20,-72.09615233,-35.94670819,CHLSOC,0-5 cm,1.601597269
731,20,-72.09614737,-35.94684326,CHLSOC,0-5 cm,1.696518929
732,20,-72.10986029,-35.95406901,CHLSOC,0-5 cm,1.292751326
733,20,-73.09759662,-41.01660935,CHLSOC,0-5 cm,0.654392489
734,20,-73.17326868,-41.08154408,CHLSOC,0-5 cm,0.717124916
735,20,-73.17340922,-41.08162738,CHLSOC,0-5 cm,0.771383284
736,20,-73.17238539,-41.08034109,CHLSOC,0-5 cm,0.825153935
737,20,-73.17220125,-41.08011298,CHLSOC,0-5 cm,0.962811681
738,20,-73.17244022,-41.08008074,CHLSOC,0-5 cm,0.714808267
739,20,-73.17262286,-41.08036287,CHLSOC,0-5 cm,0.799061147
740,20,-73.09773229,-41.01644045,CHLSOC,0-5 cm,0.617387063
741,20,-73.09820339,-41.016187,CHLSOC,0-5 cm,0.597146863
742,20,-73.09826539,-41.0165123,CHLSOC,0-5 cm,0.605742852
743,20,-73.09171013,-41.01618774,CHLSOC,0-5 cm,0.539779309
744,20,-73.09184783,-41.01636116,CHLSOC,0-5 cm,0.558922148
745,20,-73.09169948,-41.01655687,CHLSOC,0-5 cm,0.566237883
746,20,-73.09143693,-41.01658855,CHLSOC,0-5 cm,0.583673718
747,20,-73.17309785,-41.0816945,CHLSOC,0-5 cm,0.802901908
748,20,-71.78069757,-37.08055693,CHLSOC,0-5 cm,1.057001768
749,20,-71.75140158,-36.26999663,CHLSOC,0-5 cm,0.854477839
750,20,-71.75163132,-36.26988319,CHLSOC,0-5 cm,1.116746937
751,20,-71.75353713,-36.27375969,CHLSOC,0-5 cm,0.912820825
752,20,-71.75384536,-36.27366246,CHLSOC,0-5 cm,0.86624398
753,20,-71.75387203,-36.27378802,CHLSOC,0-5 cm,0.852587941
754,20,-71.75365436,-36.27392822,CHLSOC,0-5 cm,0.950009145
755,20,-71.97186114,-36.54754139,CHLSOC,0-5 cm,0.957446809
756,20,-71.97172483,-36.54748171,CHLSOC,0-5 cm,1.11351582
757,20,-71.97165891,-36.54751039,CHLSOC,0-5 cm,1.021215631
758,20,-71.97153755,-36.54754946,CHLSOC,0-5 cm,0.980918125
759,20,-72.29553999,-35.95412807,CHLSOC,0-5 cm,1.553801134
760,20,-72.29541261,-35.95428742,CHLSOC,0-5 cm,1.564530878
761,20,-72.29528277,-35.95419437,CHLSOC,0-5 cm,1.759739072
762,20,-72.29543076,-35.95408054,CHLSOC,0-5 cm,1.670974822
763,20,-72.29550306,-35.95391092,CHLSOC,0-5 cm,1.534170579
764,20,-72.29527968,-35.95395996,CHLSOC,0-5 cm,1.520026824
765,20,-72.29513044,-35.95378535,CHLSOC,0-5 cm,1.563250625
766,20,-72.29540027,-35.95367427,CHLSOC,0-5 cm,1.550996769
767,20,-72.56357812,-36.99662541,CHLSOC,0-5 cm,1.189599464
768,20,-72.56364894,-36.99651872,CHLSOC,0-5 cm,1.424983235
769,20,-72.56360604,-36.99645475,CHLSOC,0-5 cm,1.544839359
770,20,-72.56361899,-36.99640094,CHLSOC,0-5 cm,1.418703896
771,20,-72.56359317,-36.99826593,CHLSOC,0-5 cm,1.393830397
772,20,-72.56358336,-36.99822067,CHLSOC,0-5 cm,1.386087911
773,20,-72.56361447,-36.99830242,CHLSOC,0-5 cm,1.354691215
774,20,-72.56351802,-36.99815624,CHLSOC,0-5 cm,0.682070353
775,20,-72.56355768,-36.9965619,CHLSOC,0-5 cm,1.248308236
776,20,-72.56356466,-36.99810313,CHLSOC,0-5 cm,0.852100226
777,20,-72.56357386,-36.9981664,CHLSOC,0-5 cm,0.928122904
778,20,-72.56387934,-36.99810058,CHLSOC,0-5 cm,1.296348229
779,20,-72.56387992,-36.99808256,CHLSOC,0-5 cm,1.17984515
780,20,-72.56387934,-36.99810058,CHLSOC,0-5 cm,1.238249101
781,20,-72.56391245,-36.99811928,CHLSOC,0-5 cm,1.325245382
782,20,-72.56366052,-36.99791584,CHLSOC,0-5 cm,1.219045297
783,20,-72.56360553,-36.99787866,CHLSOC,0-5 cm,1.521185149
784,20,-72.56374142,-36.9978454,CHLSOC,0-5 cm,1.357861367
785,20,-72.56376186,-36.99790891,CHLSOC,0-5 cm,1.510882156
786,20,-72.56355968,-36.99649886,CHLSOC,0-5 cm,1.293543864
787,20,-72.56355134,-36.99640857,CHLSOC,0-5 cm,1.213131744
788,20,-72.56360173,-36.99658984,CHLSOC,0-5 cm,1.33725538
789,20,-72.56359165,-36.99655359,CHLSOC,0-5 cm,1.548923977
790,20,-72.56358272,-36.99648131,CHLSOC,0-5 cm,1.627751021
791,20,-72.5635856,-36.99639124,CHLSOC,0-5 cm,1.589770164
792,20,-72.56363541,-36.99659054,CHLSOC,0-5 cm,1.496189721
793,20,-72.20331311,-36.57974615,CHLSOC,0-5 cm,1.450649271
794,20,-72.00257403,-36.62001095,CHLSOC,0-5 cm,1.052978114
795,20,-72.00287836,-36.61994652,CHLSOC,0-5 cm,1.036029995
796,20,-72.0028637,-36.6197479,CHLSOC,0-5 cm,1.028775224
797,20,-72.00609298,-36.61863063,CHLSOC,0-5 cm,1.020057307
798,20,-72.00618302,-36.61861487,CHLSOC,0-5 cm,0.946656099
799,20,-72.00633833,-36.61864581,CHLSOC,0-5 cm,1.048893495
800,20,-72.00644966,-36.61865763,CHLSOC,0-5 cm,0.917576053
801,20,-72.20301037,-36.57977508,CHLSOC,0-5 cm,1.417423642
802,20,-72.20310338,-36.57998454,CHLSOC,0-5 cm,1.512711089
803,20,-72.20330531,-36.57996225,CHLSOC,0-5 cm,1.437419984
804,20,-72.20474118,-36.59002623,CHLSOC,0-5 cm,1.138145461
805,20,-72.20502032,-36.59003278,CHLSOC,0-5 cm,1.294214473
806,20,-72.20523183,-36.59005577,CHLSOC,0-5 cm,1.363226239
807,20,-72.20507409,-36.58978171,CHLSOC,0-5 cm,1.305370969
808,20,-72.00250073,-36.61988294,CHLSOC,0-5 cm,0.999268427
809,20,-70.81513995,-34.37059615,CHLSOC,0-5 cm,1.524721088
810,20,-70.81534047,-34.37031366,CHLSOC,0-5 cm,1.578004024
811,20,-70.81512442,-34.37037998,CHLSOC,0-5 cm,1.61885021
812,20,-70.81543132,-34.37049265,CHLSOC,0-5 cm,1.502408096
813,20,-70.81862025,-34.37464708,CHLSOC,0-5 cm,1.280802292
814,20,-70.8185948,-34.37447614,CHLSOC,0-5 cm,1.329939645
815,20,-70.81883435,-34.37449061,CHLSOC,0-5 cm,1.447601049
816,20,-70.81892849,-34.37431789,CHLSOC,0-5 cm,1.512893983
817,20,-73.1207418,-37.01339281,CHLSOC,0-5 cm,0.881119307
818,20,-73.12044969,-37.01338818,CHLSOC,0-5 cm,0.91233311
819,20,-73.12038865,-37.0135855,CHLSOC,0-5 cm,0.973114674
820,20,-73.12061045,-37.01370619,CHLSOC,0-5 cm,0.910138389
821,20,-73.12037781,-37.01493729,CHLSOC,0-5 cm,0.904590624
822,20,-73.12053288,-37.01502988,CHLSOC,0-5 cm,1.205389258
823,20,-73.12061575,-37.01485994,CHLSOC,0-5 cm,0.987868073
824,20,-72.69261922,-39.09033805,CHLSOC,0-5 cm,0.702310553
825,20,-72.43409454,-39.17118742,CHLSOC,0-5 cm,0.708955679
826,20,-72.43415803,-39.17135098,CHLSOC,0-5 cm,0.749436079
827,20,-72.43441343,-39.17132958,CHLSOC,0-5 cm,0.6835335
828,20,-72.4363144,-39.17061467,CHLSOC,0-5 cm,0.716454307
829,20,-72.43585979,-39.17070376,CHLSOC,0-5 cm,0.750655368
830,20,-72.43595537,-39.17094011,CHLSOC,0-5 cm,0.762909224
831,20,-72.43633897,-39.1708945,CHLSOC,0-5 cm,0.724257758
832,20,-72.69294507,-39.09027242,CHLSOC,0-5 cm,0.607815643
833,20,-72.69324176,-39.0907468,CHLSOC,0-5 cm,0.733097604
834,20,-72.69292307,-39.09094771,CHLSOC,0-5 cm,0.68517954
835,20,-72.69619687,-39.09159811,CHLSOC,0-5 cm,0.644942998
836,20,-72.69595763,-39.09113388,CHLSOC,0-5 cm,0.633054929
837,20,-72.69508833,-39.0908464,CHLSOC,0-5 cm,0.697860148
838,20,-72.69508639,-39.09126081,CHLSOC,0-5 cm,0.746692678
839,20,-72.43432976,-39.17108449,CHLSOC,0-5 cm,0.680058526
840,20,-71.76981149,-34.11701858,CHLSOC,0-5 cm,1.597024934
841,20,-71.83271222,-34.11486165,CHLSOC,0-5 cm,1.47948546
842,20,-71.83254647,-34.11476631,CHLSOC,0-5 cm,1.414497348
843,20,-71.83233739,-34.11467198,CHLSOC,0-5 cm,1.40084131
844,20,-71.83657766,-34.11863964,CHLSOC,0-5 cm,1.404438213
845,20,-71.83482193,-34.11864415,CHLSOC,0-5 cm,1.332865939
846,20,-71.83343865,-34.11844172,CHLSOC,0-5 cm,1.355117966
847,20,-71.83650485,-34.11840694,CHLSOC,0-5 cm,1.419130647
848,20,-71.7695861,-34.11708677,CHLSOC,0-5 cm,1.599768335
849,20,-71.76965843,-34.11731051,CHLSOC,0-5 cm,1.497104188
850,20,-71.76990607,-34.11725984,CHLSOC,0-5 cm,1.453026885
851,20,-71.76975784,-34.11637072,CHLSOC,0-5 cm,1.561665549
852,20,-71.76950025,-34.11644865,CHLSOC,0-5 cm,1.587270621
853,20,-71.76936352,-34.1162444,CHLSOC,0-5 cm,1.463695665
854,20,-71.76965243,-34.1161297,CHLSOC,0-5 cm,1.535389868
855,20,-71.83266468,-34.11506107,CHLSOC,0-5 cm,1.46936536
856,20,-71.86132357,-37.22194177,CHLSOC,0-5 cm,0.632140462
857,20,-71.92359779,-37.1947115,CHLSOC,0-5 cm,0.945741633
858,20,-71.92345372,-37.19448077,CHLSOC,0-5 cm,0.917149302
859,20,-71.92371115,-37.19443837,CHLSOC,0-5 cm,1.107297446
860,20,-71.92868312,-37.19368469,CHLSOC,0-5 cm,0.700725477
861,20,-71.92898764,-37.19369518,CHLSOC,0-5 cm,0.687374261
862,20,-71.92900354,-37.19352358,CHLSOC,0-5 cm,0.653295129
863,20,-71.92866699,-37.19355894,CHLSOC,0-5 cm,0.656160458
864,20,-71.86134232,-37.22213956,CHLSOC,0-5 cm,0.519600073
865,20,-71.86107349,-37.22218211,CHLSOC,0-5 cm,0.58739255
866,20,-71.86105577,-37.22201132,CHLSOC,0-5 cm,0.686094007
867,20,-71.85675079,-37.2297567,CHLSOC,0-5 cm,0.548070475
868,20,-71.85670988,-37.22956845,CHLSOC,0-5 cm,0.653904774
869,20,-71.85643932,-37.22956597,CHLSOC,0-5 cm,0.584588185
870,20,-71.85651538,-37.22978942,CHLSOC,0-5 cm,0.632811071
871,20,-71.92390093,-37.19468599,CHLSOC,0-5 cm,0.976772542
872,20,-72.91521793,-38.80660366,CHLSOC,0-5 cm,1.193135402
873,20,-72.91539814,-38.80674203,CHLSOC,0-5 cm,1.142900689
874,20,-72.91545775,-38.80706747,CHLSOC,0-5 cm,1.126135463
875,20,-72.91520217,-38.807144,CHLSOC,0-5 cm,1.099433031
876,20,-72.91442196,-38.8042828,CHLSOC,0-5 cm,1.151923429
877,20,-72.91433807,-38.80360552,CHLSOC,0-5 cm,1.124916174
878,20,-72.91475139,-38.80325249,CHLSOC,0-5 cm,1.122050844
879,20,-72.91553576,-38.80399633,CHLSOC,0-5 cm,0.978967262
880,20,-72.10854903,-38.21159027,CHLSOC,0-5 cm,0.75150887
881,20,-72.10838754,-38.21163134,CHLSOC,0-5 cm,0.652441627
882,20,-72.1083223,-38.21183696,CHLSOC,0-5 cm,0.625739194
883,20,-72.1087961,-38.21198379,CHLSOC,0-5 cm,0.651831982
884,20,-72.10929915,-38.2128341,CHLSOC,0-5 cm,0.697738219
885,20,-72.10906492,-38.2129815,CHLSOC,0-5 cm,0.72059989
886,20,-72.10889879,-38.213139580000004,CHLSOC,0-5 cm,0.733524355
887,20,-72.10921252,-38.21300316,CHLSOC,0-5 cm,0.724684509
888,20,-71.73223668,-34.18341707,CHLSOC,0-5 cm,1.413887703
889,20,-71.73245114,-34.18334017,CHLSOC,0-5 cm,1.517527282
890,20,-71.73239907,-34.18307088,CHLSOC,0-5 cm,1.431079681
891,20,-71.73211985,-34.18315824,CHLSOC,0-5 cm,1.351216241
892,20,-71.73374337,-34.19211886,CHLSOC,0-5 cm,1.482045967
893,20,-71.73382428,-34.19193676,CHLSOC,0-5 cm,1.525696519
894,20,-71.7340862,-34.191985,CHLSOC,0-5 cm,1.463634701
895,20,-71.73403694,-34.19213935,CHLSOC,0-5 cm,1.330854112
896,20,-72.14426297,-34.86902861,CHLSOC,0-5 cm,1.334329086
897,20,-72.14404349,-34.86905049,CHLSOC,0-5 cm,1.326403707
898,20,-72.14378216,-34.8690173,CHLSOC,0-5 cm,1.245869658
899,20,-72.14387519,-34.86885724,CHLSOC,0-5 cm,1.380174358
900,20,-72.14091088,-34.86445192,CHLSOC,0-5 cm,1.321221728
901,20,-72.140850940000007,-34.86428826,CHLSOC,0-5 cm,1.305980613
902,20,-72.14111537,-34.86423139,CHLSOC,0-5 cm,1.372248979
903,20,-72.14117313,-34.86445809,CHLSOC,0-5 cm,1.369810401
904,20,-72.58691813,-39.21825814,CHLSOC,0-5 cm,0.576540877
905,20,-72.58717339,-39.21892112,CHLSOC,0-5 cm,0.547156008
906,20,-72.58736645,-39.21903323,CHLSOC,0-5 cm,0.601109553
907,20,-72.58719823,-39.21853423,CHLSOC,0-5 cm,0.552398951
908,20,-72.58624299,-39.21801891,CHLSOC,0-5 cm,0.689203195
909,20,-72.58594207,-39.21801267,CHLSOC,0-5 cm,0.725598976
910,20,-72.58587525,-39.21827256,CHLSOC,0-5 cm,0.733829178
911,20,-72.58620179,-39.21820725,CHLSOC,0-5 cm,0.7240139
912,20,-71.69042023,-34.48275817,CHLSOC,0-5 cm,1.507529111
913,20,-71.69069538,-34.48285127,CHLSOC,0-5 cm,1.507590075
914,20,-71.6907202,-34.48260733,CHLSOC,0-5 cm,1.328659392
915,20,-71.69046797,-34.48254978,CHLSOC,0-5 cm,1.425227093
916,20,-71.69750815,-34.48650513,CHLSOC,0-5 cm,1.226543925
917,20,-71.69774068,-34.4866262,CHLSOC,0-5 cm,1.334755837
918,20,-71.69765945,-34.48680829,CHLSOC,0-5 cm,1.263366457
919,20,-71.69741663,-34.48670548,CHLSOC,0-5 cm,1.338047918
920,20,-71.10470442,-35.29769776,CHLSOC,0-5 cm,1.08205816
921,20,-71.3005885,-35.39666875,CHLSOC,0-5 cm,1.529842102
922,20,-71.3008669,-35.39639301,CHLSOC,0-5 cm,1.461379016
923,20,-71.30064198,-35.39661364,CHLSOC,0-5 cm,1.399987807
924,20,-71.29863297,-35.40379134,CHLSOC,0-5 cm,1.306712187
925,20,-71.29891703,-35.40371382,CHLSOC,0-5 cm,1.359446443
926,20,-71.29915682,-35.40362812,CHLSOC,0-5 cm,1.401511919
927,20,-71.29955962,-35.4034672,CHLSOC,0-5 cm,1.363043346
928,20,-71.66491893,-35.54311886,CHLSOC,0-5 cm,1.332683046
929,20,-71.66490105,-35.54291194,CHLSOC,0-5 cm,1.477229775
930,20,-71.66513039,-35.54284378,CHLSOC,0-5 cm,1.477534597
931,20,-71.10488777,-35.29755934,CHLSOC,0-5 cm,1.061878925
932,20,-71.66513635,-35.54302391,CHLSOC,0-5 cm,1.516978601
933,20,-71.66280245,-35.54114663,CHLSOC,0-5 cm,1.62677559
934,20,-71.6625061,-35.54118923,CHLSOC,0-5 cm,1.634822898
935,20,-71.66242241,-35.54099279,CHLSOC,0-5 cm,1.588672804
936,20,-71.66215853,-35.54101664,CHLSOC,0-5 cm,1.627994879
937,20,-71.10470795,-35.29740922,CHLSOC,0-5 cm,1.224897885
938,20,-71.10454565,-35.29751121,CHLSOC,0-5 cm,1.175699567
939,20,-71.1045313,-35.29908006,CHLSOC,0-5 cm,1.60927879
940,20,-71.10454766,-35.29928712,CHLSOC,0-5 cm,1.391635676
941,20,-71.10474924,-35.29942785,CHLSOC,0-5 cm,1.313723099
942,20,-71.1048325,-35.2992461,CHLSOC,0-5 cm,1.544229714
943,20,-71.30040707,-35.3964829,CHLSOC,0-5 cm,1.521916723
944,20,-71.7350318,-34.05748863,CHLSOC,0-5 cm,1.539413522
945,20,-71.73526025,-34.0575196,CHLSOC,0-5 cm,1.465524599
946,20,-71.73526586,-34.05735721,CHLSOC,0-5 cm,1.468207035
947,20,-71.73503625,-34.0572902,CHLSOC,0-5 cm,1.431872218
948,20,-71.7352116,-34.05870165,CHLSOC,0-5 cm,1.315125282
949,20,-71.73548103,-34.05865959,CHLSOC,0-5 cm,1.401268061
950,20,-71.73550626,-34.05843365,CHLSOC,0-5 cm,1.564774736
951,20,-71.73522485,-34.05843992,CHLSOC,0-5 cm,1.307626654
952,20,-72.33947353,-38.36218213,CHLSOC,0-5 cm,0.731451564
953,20,-72.33970518,-38.3621063,CHLSOC,0-5 cm,0.71279644
954,20,-72.33964449,-38.36188868,CHLSOC,0-5 cm,0.751325977
955,20,-72.33940306,-38.36191924,CHLSOC,0-5 cm,0.699445223
956,20,-72.32919451,-38.36443506,CHLSOC,0-5 cm,0.819179418
957,20,-72.32894163,-38.36446533,CHLSOC,0-5 cm,0.940132903
958,20,-72.32890285,-38.36427524,CHLSOC,0-5 cm,0.981466805
959,20,-72.32922665,-38.36418351,CHLSOC,0-5 cm,0.978174724
960,20,-72.09622148,-36.99898258,CHLSOC,0-5 cm,1.314942389
961,20,-72.09485545,-36.99679544,CHLSOC,0-5 cm,1.133573127
962,20,-72.09596375,-36.99985035,CHLSOC,0-5 cm,1.354752179
963,20,-72.09503916,-36.99669181,CHLSOC,0-5 cm,1.303602999
964,20,-72.09612037,-36.99927747,CHLSOC,0-5 cm,1.225080778
965,20,-72.09521394,-36.99682224,CHLSOC,0-5 cm,1.276961531
966,20,-72.09639284,-36.99920304,CHLSOC,0-5 cm,1.216545754
967,20,-72.09506323,-36.99694471,CHLSOC,0-5 cm,1.26025727
968,20,-72.08899128,-36.99708419,CHLSOC,0-5 cm,1.285191733
969,20,-72.09622148,-36.99898258,CHLSOC,0-5 cm,1.314942389
970,20,-72.08926031,-36.9970998,CHLSOC,0-5 cm,1.14838749
971,20,-72.09596375,-36.99985035,CHLSOC,0-5 cm,1.354752179
972,20,-72.08921072,-36.99692737,CHLSOC,0-5 cm,1.191184539
973,20,-72.09612037,-36.99927747,CHLSOC,0-5 cm,1.225080778
974,20,-72.08894237,-36.99689375,CHLSOC,0-5 cm,1.290312748
975,20,-72.09639284,-36.99920304,CHLSOC,0-5 cm,1.216545754
